step	 averageRoadPrice	 maxPrice	 variation
737	1.0	146.0	0.5886719404433564
738	0.0	1.0	0.8083720347307009
739	0.0	1.0	0.8053041981047587
740	0.0	1.0	0.8022246296615703
741	0.0	1.0	0.8083720347307009
742	0.0	1.0	0.5886719404433564
743	1.0	74.0	0.584452015494721
744	0.0	104.0	0.5886719404433564
745	0.0	42.0	0.5970223141259935
746	1.0	108.0	0.8022246296615703
747	0.0	134.0	0.580201398969648
748	0.0	58.0	0.8022246296615703
749	0.0	69.0	0.5928618291936592
750	0.0	1.0	0.8053041981047587
751	0.0	120.0	0.5970223141259935
752	0.0	62.0	0.584452015494721
753	0.0	1.0	0.584452015494721
754	0.0	64.0	0.580201398969648
755	0.0	1.0	0.584452015494721
756	1.0	132.0	0.5672584756685631
757	1.0	182.0	0.8144730423001509
758	0.0	1.0	0.584452015494721
759	0.0	66.0	0.8175064719518546
760	0.0	18.0	0.584452015494721
761	1.0	186.0	0.584452015494721
762	0.0	1.0	0.584452015494721
763	0.0	1.0	0.584452015494721
764	1.0	94.0	0.5759194113040744
765	0.0	1.0	0.8205286873307193
766	0.0	1.0	0.5716053474796459
767	1.0	138.0	0.580201398969648
768	0.0	2.0	0.8175064719518546
769	0.0	84.0	0.5716053474796459
770	0.0	1.0	0.8205286873307193
771	1.0	78.0	0.580201398969648
772	1.0	138.0	0.584452015494721
773	2.0	174.0	1.4229379730850973
774	0.0	1.0	0.8083720347307009
775	1.0	136.0	0.8114282726058776
776	0.0	1.0	0.5886719404433564
777	0.0	10.0	0.8083720347307009
778	0.0	26.0	0.8144730423001509
779	0.0	42.0	0.8175064719518546
780	1.0	102.0	0.5928618291936592
781	0.0	1.0	0.6011540057371833
782	0.0	1.0	0.6052574936862545
783	0.0	108.0	0.6133821188805362
784	0.0	1.0	0.6214005261193348
785	1.0	122.0	0.7834930670648043
786	1.0	104.0	0.7866459694094408
787	0.0	90.0	0.6174043398064847
788	0.0	90.0	0.6214005261193348
789	1.0	120.0	0.6214005261193348
790	0.0	58.0	0.6174043398064847
791	0.0	1.0	0.6174043398064847
792	1.0	180.0	0.7960297521679913
793	1.0	118.0	0.6011540057371833
794	0.0	1.0	0.6052574936862545
795	1.0	108.0	0.8053041981047587
796	1.0	122.0	0.6052574936862545
797	1.0	62.0	0.5928618291936592
798	2.0	168.0	1.4385085785955778
799	0.0	1.0	0.5970223141259935
800	1.0	156.0	0.8053041981047587
801	0.0	1.0	0.6052574936862545
802	1.0	76.0	0.6093333477767906
803	0.0	1.0	0.7960297521679913
804	0.0	1.0	0.6093333477767906
805	0.0	68.0	0.5970223141259935
806	1.0	105.0	0.7929141638835371
807	1.0	102.0	0.5928618291936592
808	1.0	196.0	0.8053041981047587
809	0.0	2.0	0.7960297521679913
810	0.0	1.0	0.7960297521679913
811	0.0	84.0	0.6052574936862545
812	1.0	124.0	0.7960297521679913
813	0.0	1.0	0.7991331937706871
814	0.0	16.0	0.7991331937706871
815	0.0	1.0	0.5970223141259935
816	0.0	24.0	0.7991331937706871
817	0.0	68.0	0.5886719404433564
818	1.0	120.0	0.8114282726058776
819	0.0	1.0	0.584452015494721
820	1.0	134.0	0.8053041981047587
821	0.0	1.0	0.7960297521679913
822	1.0	168.0	0.6052574936862545
823	1.0	102.0	0.5970223141259935
824	1.0	142.0	0.6011540057371833
825	0.0	1.0	0.7991331937706871
826	0.0	1.0	0.7960297521679913
827	1.0	128.0	0.6011540057371833
828	0.0	1.0	0.6052574936862545
829	0.0	62.0	0.7897862851668316
830	0.0	58.0	0.6052574936862545
831	0.0	1.0	0.7960297521679913
832	0.0	1.0	0.7866459694094408
833	1.0	154.0	0.7897862851668316
834	0.0	1.0	0.6133821188805362
835	1.0	99.0	0.6214005261193348
836	1.0	76.0	0.5970223141259935
837	0.0	1.0	0.7929141638835371
838	0.0	70.0	0.6253711769108735
839	1.0	152.0	0.7897862851668316
840	0.0	1.0	0.6133821188805362
841	0.0	42.0	0.6133821188805362
842	1.0	150.0	0.6011540057371833
843	0.0	1.0	0.5886719404433564
844	0.0	1.0	0.7991331937706871
845	2.0	150.0	1.4487960177299284
846	1.0	128.0	0.8083720347307009
847	0.0	1.0	0.8053041981047587
848	1.0	88.0	0.8022246296615703
849	0.0	1.0	0.8053041981047587
850	0.0	70.0	0.6011540057371833
851	0.0	1.0	0.6133821188805362
852	0.0	110.0	0.6011540057371833
853	0.0	1.0	0.6011540057371833
854	1.0	146.0	0.7897862851668316
855	0.0	106.0	0.6174043398064847
856	1.0	110.0	0.6052574936862545
857	0.0	1.0	0.6011540057371833
858	0.0	1.0	0.5928618291936592
859	0.0	1.0	0.5928618291936592
860	1.0	180.0	0.8053041981047587
861	0.0	1.0	0.5928618291936592
862	0.0	54.0	0.7929141638835371
863	0.0	1.0	0.6174043398064847
864	1.0	124.0	0.6174043398064847
865	1.0	106.0	0.6052574936862545
866	0.0	1.0	0.7960297521679913
867	0.0	1.0	0.6093333477767906
868	1.0	142.0	0.6332377902572627
869	0.0	1.0	0.7834930670648043
870	0.0	8.0	0.6214005261193348
871	1.0	132.0	0.7929141638835371
872	0.0	1.0	0.6011540057371833
873	0.0	3.0	0.7897862851668316
874	1.0	94.0	0.7803274255651335
875	1.0	122.0	0.7866459694094408
876	1.0	152.0	0.7991331937706871
877	2.0	192.0	1.4640916489194395
878	0.0	74.0	0.6174043398064847
879	0.0	1.0	0.7991331937706871
880	0.0	18.0	0.5928618291936592
881	0.0	60.0	0.6093333477767906
882	1.0	140.0	0.6133821188805362
883	1.0	134.0	0.7929141638835371
884	0.0	1.0	0.6093333477767906
885	1.0	140.0	0.6011540057371833
886	1.0	124.0	0.7991331937706871
887	0.0	1.0	0.8114282726058776
888	1.0	212.0	0.8114282726058776
889	0.0	12.0	0.8144730423001509
890	0.0	1.0	0.8114282726058776
891	0.0	1.0	0.584452015494721
892	0.0	54.0	0.580201398969648
893	1.0	96.0	0.584452015494721
894	0.0	1.0	0.584452015494721
895	2.0	144.0	1.4385085785955778
896	0.0	10.0	0.8022246296615703
897	0.0	1.0	0.7897862851668316
898	2.0	164.0	1.4539124410151438
899	0.0	1.0	0.6093333477767906
900	1.0	88.0	0.6133821188805362
901	0.0	33.0	0.7991331937706871
902	0.0	8.0	0.8053041981047587
903	0.0	8.0	0.7991331937706871
904	0.0	1.0	0.5928618291936592
905	1.0	138.0	0.8053041981047587
906	0.0	34.0	0.584452015494721
907	0.0	1.0	0.5886719404433564
908	0.0	76.0	0.580201398969648
909	0.0	1.0	0.8235398118987195
910	0.0	1.0	0.8175064719518546
911	0.0	1.0	0.8235398118987195
912	0.0	134.0	0.5628780357842335
913	0.0	36.0	0.5672584756685631
914	0.0	1.0	0.8235398118987195
915	0.0	45.0	0.5759194113040744
916	0.0	64.0	0.8083720347307009
917	0.0	1.0	0.5928618291936592
918	1.0	150.0	0.8053041981047587
919	0.0	1.0	0.584452015494721
920	0.0	76.0	0.580201398969648
921	0.0	58.0	0.5716053474796459
922	0.0	52.0	0.5716053474796459
923	0.0	1.0	0.5716053474796459
924	0.0	1.0	0.8205286873307193
925	0.0	1.0	0.5672584756685631
926	2.0	138.0	1.391274079524389
927	0.0	4.0	0.5450043146345697
928	1.0	110.0	0.549527249569848
929	1.0	98.0	0.8295292712624359
930	0.0	54.0	0.5628780357842335
931	0.0	1.0	0.5628780357842335
932	0.0	1.0	0.5540132607341696
933	1.0	150.0	0.8325078419634815
934	1.0	98.0	0.5404435288915874
935	1.0	64.0	0.5540132607341696
936	0.0	1.0	0.8295292712624359
937	0.0	1.0	0.8144730423001509
938	0.0	66.0	0.8114282726058776
939	0.0	1.0	0.8144730423001509
940	0.0	84.0	0.5759194113040744
941	1.0	92.0	0.584452015494721
942	0.0	1.0	0.584452015494721
943	0.0	4.0	0.584452015494721
944	0.0	1.0	0.8022246296615703
945	0.0	72.0	0.5928618291936592
946	0.0	1.0	0.8022246296615703
947	0.0	1.0	0.6052574936862545
948	0.0	1.0	0.7929141638835371
949	0.0	1.0	0.7897862851668316
950	0.0	1.0	0.7866459694094408
951	0.0	18.0	0.6052574936862545
952	0.0	114.0	0.6052574936862545
953	0.0	26.0	0.6011540057371833
954	1.0	86.0	0.5970223141259935
955	0.0	1.0	0.8083720347307009
956	0.0	1.0	0.5970223141259935
957	0.0	12.0	0.7929141638835371
958	0.0	46.0	0.7929141638835371
959	1.0	84.0	0.6052574936862545
960	0.0	1.0	0.8022246296615703
961	0.0	1.0	0.5928618291936592
962	0.0	1.0	0.8083720347307009
963	0.0	1.0	0.5886719404433564
964	0.0	1.0	0.5886719404433564
965	0.0	1.0	0.5970223141259935
966	0.0	1.0	0.7960297521679913
967	0.0	1.0	0.6052574936862545
968	0.0	40.0	0.7960297521679913
969	0.0	1.0	0.5928618291936592
970	0.0	1.0	0.7960297521679913
971	0.0	26.0	0.8083720347307009
972	0.0	90.0	0.580201398969648
973	0.0	1.0	0.580201398969648
974	0.0	66.0	0.8175064719518546
975	1.0	118.0	0.584452015494721
976	0.0	1.0	0.8205286873307193
977	0.0	1.0	0.5759194113040744
978	1.0	88.0	0.5928618291936592
979	0.0	40.0	0.5759194113040744
980	0.0	1.0	0.8235398118987195
981	0.0	62.0	0.5759194113040744
982	0.0	1.0	0.5672584756685631
983	0.0	1.0	0.8205286873307193
984	0.0	68.0	0.5628780357842335
985	0.0	24.0	0.5628780357842335
986	0.0	14.0	0.8265399668689247
987	1.0	108.0	0.8235398118987195
988	0.0	28.0	0.8144730423001509
989	1.0	104.0	0.584452015494721
990	0.0	1.0	0.8083720347307009
991	0.0	1.0	0.8175064719518546
992	0.0	1.0	0.8175064719518546
993	1.0	80.0	0.5759194113040744
994	0.0	1.0	0.5628780357842335
995	0.0	1.0	0.8175064719518546
996	0.0	124.0	0.5716053474796459
997	0.0	38.0	0.8175064719518546
998	0.0	1.0	0.8083720347307009
999	0.0	1.0	0.5928618291936592
1000	0.0	1.0	0.584452015494721
1001	0.0	1.0	0.8083720347307009
1002	0.0	1.0	0.580201398969648
1003	0.0	1.0	0.8205286873307193
1004	0.0	42.0	0.584452015494721
1005	0.0	18.0	0.8083720347307009
1006	1.0	160.0	0.5928618291936592
1007	0.0	18.0	0.5759194113040744
1008	0.0	1.0	0.8175064719518546
1009	0.0	1.0	0.5672584756685631
1010	1.0	96.0	0.5672584756685631
1011	0.0	1.0	0.8205286873307193
1012	0.0	96.0	0.5759194113040744
1013	0.0	1.0	0.8265399668689247
1014	0.0	78.0	0.5672584756685631
1015	0.0	1.0	0.8175064719518546
1016	0.0	1.0	0.5716053474796459
1017	0.0	64.0	0.8205286873307193
1018	1.0	118.0	0.580201398969648
1019	0.0	1.0	0.584452015494721
1020	0.0	1.0	0.8235398118987195
1021	0.0	1.0	0.8265399668689247
1022	0.0	1.0	0.5628780357842335
1023	0.0	1.0	0.8053041981047587
1024	0.0	18.0	0.8144730423001509
1025	1.0	138.0	0.8175064719518546
1026	0.0	1.0	0.5759194113040744
1027	0.0	1.0	0.8175064719518546
1028	1.0	98.0	0.580201398969648
1029	1.0	140.0	0.5886719404433564
1030	0.0	1.0	0.8144730423001509
1031	0.0	1.0	0.8144730423001509
1032	0.0	88.0	0.580201398969648
1033	0.0	44.0	0.5759194113040744
1034	1.0	76.0	0.6011540057371833
1035	0.0	28.0	0.8083720347307009
1036	0.0	42.0	0.8175064719518546
1037	0.0	1.0	0.5759194113040744
1038	1.0	70.0	0.5716053474796459
1039	0.0	1.0	0.5759194113040744
1040	0.0	74.0	0.580201398969648
1041	1.0	72.0	0.5886719404433564
1042	0.0	1.0	0.8114282726058776
1043	0.0	1.0	0.8114282726058776
1044	0.0	1.0	0.8083720347307009
1045	0.0	1.0	0.8175064719518546
1046	0.0	1.0	0.584452015494721
1047	1.0	72.0	0.5886719404433564
1048	0.0	1.0	0.5970223141259935
1049	0.0	1.0	0.8083720347307009
1050	0.0	12.0	0.5928618291936592
1051	0.0	58.0	0.8083720347307009
1052	0.0	1.0	0.8175064719518546
1053	0.0	100.0	0.5672584756685631
1054	0.0	96.0	0.5672584756685631
1055	0.0	1.0	0.5672584756685631
1056	0.0	1.0	0.5759194113040744
1057	0.0	8.0	0.8114282726058776
1058	0.0	1.0	0.8144730423001509
1059	0.0	62.0	0.8205286873307193
1060	0.0	1.0	0.5672584756685631
1061	1.0	70.0	0.558463237929599
1062	0.0	1.0	0.8083720347307009
1063	1.0	152.0	0.5759194113040744
1064	0.0	1.0	0.8235398118987195
1065	0.0	1.0	0.8175064719518546
1066	0.0	1.0	0.8114282726058776
1067	0.0	44.0	0.5886719404433564
1068	0.0	1.0	0.8022246296615703
1069	0.0	18.0	0.8053041981047587
1070	0.0	1.0	0.8022246296615703
1071	0.0	48.0	0.5886719404433564
1072	0.0	12.0	0.8053041981047587
1073	0.0	1.0	0.5716053474796459
1074	0.0	62.0	0.8144730423001509
1075	1.0	86.0	0.5886719404433564
1076	0.0	20.0	0.7929141638835371
1077	0.0	94.0	0.6093333477767906
1078	0.0	1.0	0.6093333477767906
1079	0.0	1.0	0.8022246296615703
1080	0.0	4.0	0.7960297521679913
1081	0.0	1.0	0.6093333477767906
1082	0.0	32.0	0.7897862851668316
1083	0.0	1.0	0.7771488892352636
1084	0.0	1.0	0.7803274255651335
1085	0.0	1.0	0.6371346749780661
1086	0.0	10.0	0.6410078697714333
1087	0.0	88.0	0.65248952041962
1088	0.0	1.0	0.6486848843683046
1089	0.0	1.0	0.6332377902572627
1090	0.0	54.0	0.7803274255651335
1091	0.0	38.0	0.6133821188805362
1092	0.0	1.0	0.6174043398064847
1093	0.0	1.0	0.6133821188805362
1094	0.0	102.0	0.6332377902572627
1095	0.0	1.0	0.6253711769108735
1096	0.0	1.0	0.7771488892352636
1097	0.0	76.0	0.7834930670648043
1098	0.0	1.0	0.6214005261193348
1099	0.0	1.0	0.7834930670648043
1100	0.0	94.0	0.6214005261193348
1101	0.0	1.0	0.6133821188805362
1102	0.0	1.0	0.6133821188805362
1103	0.0	16.0	0.8053041981047587
1104	0.0	1.0	0.7960297521679913
1105	0.0	1.0	0.7991331937706871
1106	0.0	1.0	0.8083720347307009
1107	0.0	1.0	0.8053041981047587
1108	1.0	176.0	0.8053041981047587
1109	1.0	46.0	0.5928618291936592
1110	0.0	1.0	0.584452015494721
1111	0.0	1.0	0.8144730423001509
1112	0.0	1.0	0.5759194113040744
1113	0.0	32.0	0.5628780357842335
1114	0.0	1.0	0.580201398969648
1115	0.0	1.0	0.584452015494721
1116	0.0	1.0	0.584452015494721
1117	0.0	1.0	0.8265399668689247
1118	0.0	1.0	0.5716053474796459
1119	0.0	1.0	0.5716053474796459
1120	0.0	1.0	0.580201398969648
1121	0.0	36.0	0.8083720347307009
1122	0.0	1.0	0.8083720347307009
1123	1.0	84.0	0.6093333477767906
1124	0.0	8.0	0.7929141638835371
1125	0.0	1.0	0.8114282726058776
1126	0.0	1.0	0.5928618291936592
1127	0.0	1.0	0.6093333477767906
1128	0.0	1.0	0.7991331937706871
1129	0.0	1.0	0.6174043398064847
1130	0.0	1.0	0.6214005261193348
1131	0.0	1.0	0.6093333477767906
1132	0.0	1.0	0.7834930670648043
1133	0.0	1.0	0.7771488892352636
1134	0.0	1.0	0.7771488892352636
1135	0.0	1.0	0.6214005261193348
1136	0.0	1.0	0.7897862851668316
1137	0.0	1.0	0.7929141638835371
1138	0.0	38.0	0.7897862851668316
1139	0.0	1.0	0.7866459694094408
1140	0.0	10.0	0.6293167755275526
1141	0.0	1.0	0.6293167755275526
1142	0.0	1.0	0.7897862851668316
1143	0.0	1.0	0.7866459694094408
1144	0.0	40.0	0.6332377902572627
1145	0.0	1.0	0.6253711769108735
1146	0.0	1.0	0.6174043398064847
1147	0.0	1.0	0.6093333477767906
1148	0.0	1.0	0.7897862851668316
1149	1.0	114.0	0.6093333477767906
1150	0.0	1.0	0.7929141638835371
1151	0.0	1.0	0.6133821188805362
1152	0.0	1.0	0.6214005261193348
1153	0.0	6.0	0.6214005261193348
1154	0.0	1.0	0.6293167755275526
1155	1.0	94.0	0.6174043398064847
1156	1.0	126.0	0.7897862851668316
1157	0.0	1.0	0.7897862851668316
1158	0.0	1.0	0.6174043398064847
1159	0.0	1.0	0.7834930670648043
1160	0.0	24.0	0.6332377902572627
1161	0.0	1.0	0.6410078697714333
1162	0.0	14.0	0.7771488892352636
1163	0.0	1.0	0.6293167755275526
1164	1.0	130.0	0.6174043398064847
1165	1.0	86.0	0.6093333477767906
1166	0.0	1.0	0.6253711769108735
1167	0.0	1.0	0.6214005261193348
1168	0.0	1.0	0.7643025682552586
1169	0.0	6.0	0.7834930670648043
1170	0.0	10.0	0.6293167755275526
1171	0.0	1.0	0.7991331937706871
1172	0.0	1.0	0.7897862851668316
1173	0.0	1.0	0.584452015494721
1174	0.0	1.0	0.5928618291936592
1175	0.0	102.0	0.5970223141259935
1176	1.0	112.0	0.5970223141259935
1177	0.0	1.0	0.5716053474796459
1178	0.0	58.0	0.5759194113040744
1179	0.0	1.0	0.8144730423001509
1180	0.0	1.0	0.8205286873307193
1181	0.0	66.0	0.5970223141259935
1182	1.0	50.0	0.5886719404433564
1183	0.0	1.0	0.7929141638835371
1184	0.0	1.0	0.7866459694094408
1185	0.0	1.0	0.7866459694094408
1186	0.0	1.0	0.7866459694094408
1187	0.0	70.0	0.6133821188805362
1188	0.0	1.0	0.6133821188805362
1189	1.0	124.0	0.6214005261193348
1190	0.0	1.0	0.6332377902572627
1191	0.0	1.0	0.6410078697714333
1192	0.0	50.0	0.7803274255651335
1193	0.0	1.0	0.7675343060027279
1194	0.0	28.0	0.7675343060027279
1195	0.0	14.0	0.7771488892352636
1196	0.0	1.0	0.6371346749780661
1197	1.0	112.0	0.770752493308062
1198	0.0	78.0	0.770752493308062
1199	0.0	1.0	0.6293167755275526
1200	0.0	1.0	0.6214005261193348
1201	0.0	20.0	0.773957299203321
1202	0.0	1.0	0.7834930670648043
1203	0.0	32.0	0.7897862851668316
1204	0.0	1.0	0.6174043398064847
1205	0.0	36.0	0.7929141638835371
1206	0.0	16.0	0.7991331937706871
1207	0.0	106.0	0.6052574936862545
1208	0.0	1.0	0.7929141638835371
1209	0.0	1.0	0.7929141638835371
1210	0.0	1.0	0.7960297521679913
1211	0.0	1.0	0.6133821188805362
1212	1.0	134.0	0.7834930670648043
1213	0.0	1.0	0.7929141638835371
1214	0.0	72.0	0.6093333477767906
1215	0.0	1.0	0.7960297521679913
1216	0.0	1.0	0.7960297521679913
1217	0.0	72.0	0.6174043398064847
1218	0.0	1.0	0.7803274255651335
1219	0.0	1.0	0.6214005261193348
1220	0.0	1.0	0.6133821188805362
1221	0.0	40.0	0.6093333477767906
1222	0.0	44.0	0.6133821188805362
1223	0.0	18.0	0.7960297521679913
1224	0.0	1.0	0.7897862851668316
1225	1.0	118.0	0.6214005261193348
1226	0.0	15.0	0.7771488892352636
1227	0.0	36.0	0.7803274255651335
1228	1.0	110.0	0.6332377902572627
1229	0.0	50.0	0.6253711769108735
1230	1.0	104.0	0.6332377902572627
1231	0.0	16.0	0.6332377902572627
1232	0.0	84.0	0.6293167755275526
1233	0.0	1.0	0.6332377902572627
1234	0.0	50.0	0.7866459694094408
1235	0.0	1.0	0.7675343060027279
1236	0.0	82.0	0.7643025682552586
1237	0.0	102.0	0.6214005261193348
1238	0.0	66.0	0.7866459694094408
1239	1.0	84.0	0.6174043398064847
1240	0.0	62.0	0.6093333477767906
1241	0.0	1.0	0.7929141638835371
1242	0.0	1.0	0.5928618291936592
1243	1.0	90.0	0.6011540057371833
1244	0.0	1.0	0.6133821188805362
1245	0.0	9.0	0.7897862851668316
1246	1.0	130.0	0.6093333477767906
1247	0.0	1.0	0.5970223141259935
1248	0.0	54.0	0.6052574936862545
1249	0.0	1.0	0.7960297521679913
1250	0.0	1.0	0.6133821188805362
1251	0.0	1.0	0.6253711769108735
1252	0.0	36.0	0.7960297521679913
1253	0.0	80.0	0.6093333477767906
1254	0.0	1.0	0.6253711769108735
1255	0.0	26.0	0.7991331937706871
1256	0.0	1.0	0.5928618291936592
1257	0.0	1.0	0.6052574936862545
1258	0.0	8.0	0.7991331937706871
1259	0.0	1.0	0.8022246296615703
1260	1.0	108.0	0.6052574936862545
1261	0.0	12.0	0.7771488892352636
1262	0.0	1.0	0.7803274255651335
1263	1.0	116.0	0.6293167755275526
1264	0.0	2.0	0.773957299203321
1265	0.0	1.0	0.7771488892352636
1266	0.0	1.0	0.6174043398064847
1267	0.0	1.0	0.6332377902572627
1268	0.0	40.0	0.6293167755275526
1269	0.0	1.0	0.6214005261193348
1270	0.0	2.0	0.6214005261193348
1271	0.0	1.0	0.7929141638835371
1272	0.0	9.0	0.6133821188805362
1273	0.0	1.0	0.6174043398064847
1274	1.0	74.0	0.6174043398064847
1275	1.0	56.0	0.6214005261193348
1276	0.0	1.0	0.7834930670648043
1277	0.0	1.0	0.6214005261193348
1278	0.0	1.0	0.773957299203321
1279	0.0	1.0	0.7771488892352636
1280	0.0	1.0	0.6332377902572627
1281	0.0	1.0	0.773957299203321
1282	1.0	104.0	0.7834930670648043
1283	0.0	74.0	0.6371346749780661
1284	0.0	66.0	0.6332377902572627
1285	0.0	1.0	0.6486848843683046
1286	0.0	42.0	0.644857801502328
1287	0.0	1.0	0.770752493308062
1288	0.0	1.0	0.7675343060027279
1289	0.0	1.0	0.7675343060027279
1290	0.0	1.0	0.6332377902572627
1291	0.0	1.0	0.6410078697714333
1292	0.0	1.0	0.7610571074446905
1293	0.0	1.0	0.65248952041962
1294	1.0	132.0	0.6562721000522045
1295	0.0	1.0	0.6371346749780661
1296	0.0	1.0	0.6293167755275526
1297	0.0	1.0	0.7643025682552586
1298	0.0	70.0	0.7771488892352636
1299	0.0	1.0	0.7803274255651335
1300	1.0	124.0	0.6293167755275526
1301	0.0	80.0	0.6293167755275526
1302	0.0	1.0	0.7803274255651335
1303	0.0	1.0	0.6214005261193348
1304	0.0	1.0	0.6011540057371833
1305	0.0	1.0	0.7834930670648043
1306	0.0	1.0	0.6293167755275526
1307	0.0	1.0	0.773957299203321
1308	0.0	24.0	0.6332377902572627
1309	0.0	1.0	0.770752493308062
1310	0.0	76.0	0.65248952041962
1311	0.0	1.0	0.7643025682552586
1312	0.0	1.0	0.6410078697714333
1313	0.0	9.0	0.7512366043022427
1314	0.0	1.0	0.644857801502328
1315	0.0	32.0	0.7803274255651335
1316	0.0	62.0	0.7929141638835371
1317	0.0	1.0	0.7771488892352636
1318	0.0	1.0	0.7960297521679913
1319	0.0	1.0	0.6133821188805362
1320	0.0	108.0	0.6214005261193348
1321	0.0	1.0	0.7866459694094408
1322	0.0	1.0	0.6410078697714333
1323	0.0	56.0	0.7771488892352636
1324	0.0	1.0	0.7834930670648043
1325	0.0	1.0	0.7834930670648043
1326	0.0	12.0	0.7834930670648043
1327	0.0	1.0	0.6133821188805362
1328	0.0	58.0	0.7929141638835371
1329	1.0	114.0	0.6253711769108735
1330	0.0	60.0	0.6133821188805362
1331	0.0	1.0	0.7834930670648043
1332	0.0	1.0	0.6133821188805362
1333	0.0	1.0	0.7929141638835371
1334	0.0	1.0	0.7960297521679913
1335	1.0	116.0	0.7929141638835371
1336	0.0	1.0	0.6093333477767906
1337	0.0	40.0	0.7866459694094408
1338	0.0	1.0	0.6293167755275526
1339	0.0	1.0	0.6174043398064847
1340	0.0	1.0	0.6011540057371833
1341	0.0	4.0	0.5928618291936592
1342	0.0	1.0	0.7991331937706871
1343	0.0	27.0	0.6253711769108735
1344	0.0	88.0	0.6214005261193348
1345	0.0	20.0	0.6253711769108735
1346	0.0	1.0	0.6214005261193348
1347	0.0	1.0	0.7834930670648043
1348	0.0	80.0	0.6174043398064847
1349	0.0	1.0	0.6214005261193348
1350	0.0	12.0	0.7929141638835371
1351	0.0	30.0	0.7991331937706871
1352	0.0	18.0	0.7960297521679913
1353	0.0	1.0	0.6253711769108735
1354	0.0	1.0	0.5970223141259935
1355	1.0	120.0	0.6133821188805362
1356	1.0	88.0	0.6174043398064847
1357	0.0	60.0	0.8114282726058776
1358	0.0	6.0	0.8053041981047587
1359	1.0	66.0	0.6133821188805362
1360	0.0	1.0	0.6133821188805362
1361	0.0	24.0	0.6174043398064847
1362	0.0	1.0	0.6174043398064847
1363	0.0	12.0	0.6214005261193348
1364	0.0	1.0	0.6371346749780661
1365	0.0	6.0	0.65248952041962
1366	0.0	18.0	0.7675343060027279
1367	0.0	1.0	0.770752493308062
1368	0.0	1.0	0.773957299203321
1369	0.0	1.0	0.6332377902572627
1370	0.0	44.0	0.773957299203321
1371	0.0	1.0	0.6253711769108735
1372	0.0	1.0	0.6253711769108735
1373	0.0	1.0	0.7771488892352636
1374	0.0	1.0	0.6293167755275526
1375	1.0	120.0	0.7866459694094408
1376	0.0	2.0	0.6293167755275526
1377	1.0	162.0	0.7675343060027279
1378	0.0	15.0	0.6214005261193348
1379	0.0	1.0	0.7675343060027279
1380	0.0	1.0	0.6410078697714333
1381	0.0	1.0	0.7479344493965092
1382	0.0	62.0	0.65248952041962
1383	0.0	1.0	0.6332377902572627
1384	1.0	116.0	0.6410078697714333
1385	0.0	84.0	0.6174043398064847
1386	0.0	1.0	0.7866459694094408
1387	0.0	1.0	0.7771488892352636
1388	0.0	1.0	0.773957299203321
1389	0.0	20.0	0.7675343060027279
1390	0.0	72.0	0.6410078697714333
1391	0.0	1.0	0.7834930670648043
1392	0.0	8.0	0.6332377902572627
1393	0.0	1.0	0.6410078697714333
1394	0.0	8.0	0.6486848843683046
1395	0.0	1.0	0.7675343060027279
1396	0.0	32.0	0.6293167755275526
1397	0.0	1.0	0.7897862851668316
1398	0.0	1.0	0.7771488892352636
1399	0.0	1.0	0.7610571074446905
1400	0.0	1.0	0.6410078697714333
1401	1.0	118.0	0.7577977472535625
1402	0.0	1.0	0.6562721000522045
1403	0.0	1.0	0.7610571074446905
1404	1.0	114.0	0.6486848843683046
1405	0.0	16.0	0.7675343060027279
1406	0.0	1.0	0.7577977472535625
1407	0.0	24.0	0.6486848843683046
1408	0.0	1.0	0.6293167755275526
1409	1.0	92.0	0.6486848843683046
1410	0.0	12.0	0.6410078697714333
1411	0.0	1.0	0.7610571074446905
1412	0.0	1.0	0.7771488892352636
1413	0.0	1.0	0.7643025682552586
1414	0.0	1.0	0.7675343060027279
1415	1.0	124.0	0.65248952041962
1416	0.0	1.0	0.6486848843683046
1417	0.0	1.0	0.65248952041962
1418	0.0	1.0	0.6600330024752062
1419	0.0	16.0	0.6562721000522045
1420	0.0	1.0	0.644857801502328
1421	0.0	12.0	0.6371346749780661
1422	0.0	1.0	0.773957299203321
1423	1.0	88.0	0.6371346749780661
1424	0.0	1.0	0.6371346749780661
1425	0.0	1.0	0.7771488892352636
1426	0.0	1.0	0.6052574936862545
1427	0.0	1.0	0.6093333477767906
1428	0.0	1.0	0.7897862851668316
1429	0.0	1.0	0.6293167755275526
1430	1.0	86.0	0.6214005261193348
1431	1.0	80.0	0.6214005261193348
1432	0.0	1.0	0.644857801502328
1433	0.0	1.0	0.773957299203321
1434	0.0	44.0	0.6562721000522045
1435	0.0	70.0	0.6174043398064847
1436	0.0	60.0	0.7610571074446905
1437	0.0	1.0	0.7545243075561379
1438	0.0	1.0	0.7803274255651335
1439	0.0	1.0	0.7803274255651335
1440	0.0	1.0	0.7803274255651335
1441	1.0	92.0	0.7803274255651335
1442	0.0	1.0	0.6332377902572627
1443	0.0	1.0	0.7834930670648043
1444	0.0	1.0	0.6293167755275526
1445	0.0	1.0	0.6293167755275526
1446	0.0	1.0	0.6332377902572627
1447	0.0	1.0	0.6293167755275526
1448	0.0	1.0	0.6253711769108735
1449	0.0	1.0	0.6371346749780661
1450	0.0	1.0	0.6293167755275526
1451	0.0	1.0	0.7675343060027279
