step	 averageRoadPrice	 maxPrice	 variation
187	0.0	1.0	0.8899883189799696
188	0.0	78.0	0.4613797645418716
189	0.0	1.0	0.8872027462036438
190	1.0	164.0	0.4823621744361105
191	0.0	1.0	0.8731415908223376
192	0.0	64.0	0.47198758164566446
193	0.0	1.0	0.47198758164566446
194	0.0	1.0	0.8816051966568013
195	0.0	1.0	0.8816051966568013
196	0.0	1.0	0.8844083999045815
197	0.0	1.0	0.4667138118571357
198	1.0	234.0	0.4559833243433447
199	0.0	1.0	0.8927652003580209
200	1.0	166.0	0.43939652585187
201	0.0	1.0	0.8982932110782686
202	1.0	104.0	0.4505222492060775
203	1.0	160.0	0.4613797645418716
204	0.0	104.0	0.4505222492060775
205	0.0	1.0	0.8927652003580209
206	1.0	100.0	0.47720307236775805
207	0.0	1.0	0.4823621744361105
208	1.0	96.0	0.4823621744361105
209	0.0	1.0	0.4823621744361105
210	0.0	52.0	0.4823621744361105
211	0.0	1.0	0.4823621744361105
212	0.0	1.0	0.8759718789283519
213	0.0	102.0	0.4823621744361105
214	0.0	1.0	0.4823621744361105
215	1.0	234.0	0.8731415908223376
216	1.0	164.0	0.87879305170374
217	0.0	1.0	0.87879305170374
218	0.0	1.0	0.87879305170374
219	0.0	1.0	0.87879305170374
220	0.0	1.0	0.4823621744361105
221	0.0	1.0	0.8759718789283519
222	1.0	132.0	0.8816051966568013
223	0.0	1.0	0.47720307236775805
224	0.0	1.0	0.87879305170374
225	0.0	1.0	0.47720307236775805
226	0.0	1.0	0.87879305170374
227	0.0	1.0	0.87879305170374
228	0.0	1.0	0.87879305170374
229	0.0	1.0	0.87879305170374
230	0.0	1.0	0.87879305170374
231	0.0	1.0	0.87879305170374
232	0.0	1.0	0.8759718789283519
233	0.0	74.0	0.4823621744361105
234	0.0	1.0	0.8759718789283519
235	0.0	1.0	0.4823621744361105
236	0.0	1.0	0.87879305170374
237	0.0	1.0	0.47720307236775805
238	0.0	1.0	0.8816051966568013
239	0.0	1.0	0.4667138118571357
240	0.0	1.0	0.4667138118571357
241	0.0	1.0	0.8816051966568013
242	0.0	1.0	0.8816051966568013
243	0.0	1.0	0.8816051966568013
244	0.0	1.0	0.4667138118571357
245	0.0	1.0	0.4667138118571357
246	0.0	1.0	0.8844083999045815
247	0.0	1.0	0.8872027462036438
248	0.0	1.0	0.8872027462036438
249	0.0	1.0	0.4613797645418716
250	0.0	1.0	0.4613797645418716
251	0.0	1.0	0.4613797645418716
252	0.0	1.0	0.4559833243433447
253	2.0	218.0	1.821217088424199
254	0.0	58.0	0.4667138118571357
255	0.0	1.0	0.4667138118571357
256	0.0	1.0	0.87879305170374
257	1.0	48.0	0.4823621744361105
258	1.0	90.0	0.47198758164566446
259	0.0	1.0	0.8872027462036438
260	0.0	1.0	0.8872027462036438
261	1.0	170.0	0.8816051966568013
262	0.0	1.0	0.8816051966568013
263	0.0	1.0	0.8816051966568013
264	0.0	1.0	0.47720307236775805
265	0.0	114.0	0.4823621744361105
266	0.0	1.0	0.4925182813112043
267	0.0	1.0	0.8674533114380004
268	0.0	1.0	0.4975185951049946
269	0.0	1.0	0.5024691508189856
270	0.0	1.0	0.5024691508189856
271	0.0	1.0	0.8645951378970665
272	0.0	1.0	0.5024691508189856
273	0.0	1.0	0.4874666782214325
274	0.0	110.0	0.4874666782214325
275	0.0	1.0	0.8674533114380004
276	0.0	1.0	0.4975185951049946
277	0.0	1.0	0.4975185951049946
278	0.0	1.0	0.8674533114380004
279	0.0	1.0	0.5024691508189856
280	0.0	36.0	0.47720307236775805
281	0.0	1.0	0.8759718789283519
282	2.0	182.0	1.3030808885023977
283	0.0	1.0	0.4823621744361105
284	0.0	18.0	0.4874666782214325
285	0.0	1.0	0.8731415908223376
286	0.0	1.0	0.4823621744361105
287	1.0	160.0	0.87879305170374
288	0.0	1.0	0.87879305170374
289	0.0	1.0	0.8759718789283519
290	0.0	1.0	0.8759718789283519
291	0.0	1.0	0.8759718789283519
292	0.0	1.0	0.8703020984544719
293	0.0	1.0	0.8731415908223376
294	0.0	1.0	0.8759718789283519
295	0.0	1.0	0.8731415908223376
296	2.0	234.0	1.308767086661608
297	0.0	140.0	0.4823621744361105
298	0.0	1.0	0.4667138118571357
299	1.0	144.0	0.8872027462036438
300	1.0	64.0	0.47198758164566446
301	0.0	8.0	0.4667138118571357
302	0.0	1.0	0.8816051966568013
303	0.0	1.0	0.47198758164566446
304	0.0	1.0	0.47720307236775805
305	0.0	1.0	0.8816051966568013
306	0.0	1.0	0.47198758164566446
307	0.0	1.0	0.8816051966568013
308	0.0	1.0	0.47198758164566446
309	0.0	1.0	0.8816051966568013
310	0.0	86.0	0.47198758164566446
311	0.0	1.0	0.8816051966568013
312	0.0	94.0	0.47198758164566446
313	0.0	1.0	0.47198758164566446
314	0.0	1.0	0.47198758164566446
315	0.0	1.0	0.8759718789283519
316	1.0	102.0	0.4874666782214325
317	0.0	1.0	0.4874666782214325
318	0.0	1.0	0.4874666782214325
319	0.0	1.0	0.4823621744361105
320	0.0	1.0	0.4823621744361105
321	0.0	1.0	0.47720307236775805
322	0.0	1.0	0.8731415908223376
323	2.0	274.0	1.3144286866457335
324	1.0	70.0	0.4874666782214325
325	1.0	112.0	0.4874666782214325
326	0.0	1.0	0.8759718789283519
327	0.0	1.0	0.4823621744361105
328	0.0	1.0	0.8844083999045815
329	0.0	1.0	0.4505222492060775
330	0.0	1.0	0.4505222492060775
331	0.0	90.0	0.4505222492060775
332	0.0	1.0	0.8927652003580209
333	0.0	1.0	0.8927652003580209
334	1.0	68.0	0.4667138118571357
335	0.0	1.0	0.4667138118571357
336	0.0	1.0	0.8674533114380004
337	0.0	1.0	0.8703020984544719
338	1.0	118.0	0.5024691508189856
339	0.0	1.0	0.8645951378970665
340	0.0	1.0	0.8645951378970665
341	0.0	1.0	0.8645951378970665
342	1.0	130.0	0.5218019046753014
343	0.0	1.0	0.5218019046753014
344	0.0	1.0	0.512226744346449
345	0.0	148.0	0.512226744346449
346	0.0	1.0	0.507371404963127
347	2.0	274.0	1.3312690290556497
348	0.0	1.0	0.507371404963127
349	0.0	1.0	0.855963356299049
350	0.0	1.0	0.8588502560843989
351	1.0	96.0	0.507371404963127
352	0.0	1.0	0.507371404963127
353	0.0	1.0	0.512226744346449
354	0.0	1.0	0.850160147988438
355	1.0	154.0	0.5024691508189856
356	1.0	158.0	0.5024691508189856
357	0.0	1.0	0.5024691508189856
358	2.0	174.0	1.3423785598778766
359	0.0	1.0	0.855963356299049
360	0.0	1.0	0.855963356299049
361	0.0	1.0	0.8617274844321391
362	1.0	64.0	0.5170364906592835
363	0.0	1.0	0.855963356299049
364	0.0	1.0	0.5170364906592835
365	1.0	160.0	0.5170364906592835
366	0.0	1.0	0.5024691508189856
367	0.0	148.0	0.4925182813112043
368	0.0	57.0	0.4874666782214325
369	0.0	1.0	0.8703020984544719
370	0.0	1.0	0.8703020984544719
371	0.0	1.0	0.4925182813112043
372	0.0	1.0	0.8703020984544719
373	0.0	1.0	0.4925182813112043
374	0.0	1.0	0.8703020984544719
375	0.0	1.0	0.4925182813112043
376	1.0	166.0	0.8674533114380004
377	0.0	1.0	0.4975185951049946
378	0.0	1.0	0.4975185951049946
379	0.0	28.0	0.4925182813112043
380	0.0	1.0	0.8703020984544719
381	0.0	1.0	0.4925182813112043
382	0.0	1.0	0.8703020984544719
383	0.0	1.0	0.4925182813112043
384	0.0	1.0	0.8703020984544719
385	0.0	1.0	0.8703020984544719
386	1.0	126.0	0.4823621744361105
387	1.0	136.0	0.8759718789283519
388	0.0	1.0	0.4823621744361105
389	1.0	144.0	0.4874666782214325
390	0.0	1.0	0.8703020984544719
391	0.0	1.0	0.8703020984544719
392	0.0	1.0	0.4925182813112043
393	0.0	1.0	0.8703020984544719
394	0.0	1.0	0.8674533114380004
395	0.0	1.0	0.4975185951049946
396	0.0	1.0	0.507371404963127
397	0.0	1.0	0.507371404963127
398	0.0	1.0	0.507371404963127
399	0.0	1.0	0.512226744346449
400	0.0	1.0	0.512226744346449
401	0.0	1.0	0.8588502560843989
402	0.0	1.0	0.512226744346449
403	0.0	1.0	0.512226744346449
404	0.0	1.0	0.8588502560843989
405	0.0	1.0	0.8588502560843989
406	0.0	1.0	0.8588502560843989
407	0.0	1.0	0.512226744346449
408	0.0	1.0	0.8588502560843989
409	0.0	1.0	0.8617274844321391
410	0.0	1.0	0.8617274844321391
411	0.0	1.0	0.5024691508189856
412	0.0	1.0	0.8645951378970665
413	0.0	1.0	0.5024691508189856
414	0.0	1.0	0.8645951378970665
415	0.0	1.0	0.5024691508189856
416	0.0	1.0	0.5024691508189856
417	1.0	140.0	0.5024691508189856
418	0.0	1.0	0.5024691508189856
419	0.0	1.0	0.507371404963127
420	0.0	1.0	0.8617274844321391
421	1.0	76.0	0.512226744346449
422	0.0	1.0	0.8588502560843989
423	0.0	1.0	0.855963356299049
424	0.0	1.0	0.5170364906592835
425	0.0	1.0	0.5265241901112211
426	0.0	1.0	0.5265241901112211
427	0.0	1.0	0.5265241901112211
428	0.0	1.0	0.5218019046753014
429	0.0	1.0	0.8617274844321391
430	0.0	42.0	0.8703020984544719
431	0.0	140.0	0.4874666782214325
432	0.0	1.0	0.4874666782214325
433	0.0	1.0	0.8703020984544719
434	0.0	1.0	0.8703020984544719
435	0.0	1.0	0.4925182813112043
436	0.0	1.0	0.5024691508189856
437	1.0	84.0	0.507371404963127
438	0.0	1.0	0.507371404963127
439	0.0	1.0	0.4874666782214325
440	0.0	1.0	0.5024691508189856
441	0.0	1.0	0.8617274844321391
442	0.0	1.0	0.8731415908223376
443	0.0	1.0	0.4823621744361105
444	0.0	1.0	0.8731415908223376
445	0.0	132.0	0.4823621744361105
446	0.0	1.0	0.4874666782214325
447	1.0	100.0	0.4874666782214325
448	0.0	1.0	0.8731415908223376
449	0.0	1.0	0.8759718789283519
450	0.0	74.0	0.47720307236775805
451	0.0	1.0	0.8759718789283519
452	1.0	138.0	0.4667138118571357
453	0.0	1.0	0.8844083999045815
454	0.0	1.0	0.47198758164566446
455	0.0	106.0	0.4667138118571357
456	0.0	1.0	0.47198758164566446
457	1.0	158.0	0.8872027462036438
458	0.0	1.0	0.8872027462036438
459	0.0	42.0	0.87879305170374
460	0.0	1.0	0.47720307236775805
461	0.0	1.0	0.47720307236775805
462	0.0	130.0	0.4874666782214325
463	0.0	1.0	0.4874666782214325
464	0.0	140.0	0.4874666782214325
465	0.0	1.0	0.4874666782214325
466	1.0	84.0	0.4874666782214325
467	1.0	102.0	0.47720307236775805
468	0.0	1.0	0.4667138118571357
469	1.0	120.0	0.4667138118571357
470	1.0	122.0	0.4667138118571357
471	0.0	56.0	0.4449941594899848
472	1.0	108.0	0.4505222492060775
473	0.0	1.0	0.43939652585187
474	0.0	1.0	0.4613797645418716
475	0.0	1.0	0.8872027462036438
476	0.0	1.0	0.8844083999045815
477	0.0	1.0	0.8872027462036438
478	1.0	64.0	0.4667138118571357
479	1.0	126.0	0.47198758164566446
480	1.0	138.0	0.47198758164566446
481	0.0	1.0	0.47198758164566446
482	0.0	1.0	0.8759718789283519
483	1.0	102.0	0.4823621744361105
484	0.0	122.0	0.4874666782214325
485	0.0	1.0	0.47720307236775805
486	0.0	1.0	0.47720307236775805
487	0.0	1.0	0.47198758164566446
488	1.0	140.0	0.87879305170374
489	0.0	1.0	0.47720307236775805
490	1.0	144.0	0.47198758164566446
491	2.0	226.0	1.2916333967822171
492	0.0	1.0	0.8703020984544719
493	1.0	134.0	0.4874666782214325
494	0.0	1.0	0.8731415908223376
495	1.0	122.0	0.4925182813112043
496	0.0	1.0	0.8674533114380004
497	0.0	70.0	0.4874666782214325
498	0.0	1.0	0.8731415908223376
499	0.0	1.0	0.47720307236775805
500	0.0	1.0	0.87879305170374
501	1.0	218.0	0.8703020984544719
502	1.0	96.0	0.4925182813112043
503	1.0	94.0	0.4823621744361105
504	0.0	78.0	0.47720307236775805
505	0.0	1.0	0.4823621744361105
506	1.0	104.0	0.4874666782214325
507	0.0	24.0	0.8731415908223376
508	1.0	142.0	0.4925182813112043
509	0.0	1.0	0.8703020984544719
510	0.0	1.0	0.4925182813112043
511	0.0	1.0	0.4823621744361105
512	0.0	1.0	0.4874666782214325
513	0.0	90.0	0.4874666782214325
514	0.0	1.0	0.8645951378970665
515	0.0	1.0	0.8645951378970665
516	0.0	1.0	0.4975185951049946
517	0.0	1.0	0.8645951378970665
518	0.0	1.0	0.4975185951049946
519	0.0	1.0	0.8588502560843989
520	0.0	1.0	0.855963356299049
521	0.0	1.0	0.5358439258508835
522	0.0	114.0	0.5358439258508835
523	0.0	1.0	0.8443170536763502
524	1.0	88.0	0.5312044971776709
525	0.0	1.0	0.5312044971776709
526	0.0	1.0	0.5265241901112211
527	0.0	110.0	0.5312044971776709
528	0.0	1.0	0.5358439258508835
529	0.0	10.0	0.8472436380275852
530	0.0	1.0	0.8443170536763502
531	1.0	86.0	0.5358439258508835
532	0.0	62.0	0.549527249569848
533	1.0	76.0	0.5404435288915874
534	0.0	1.0	0.8413802898090779
535	0.0	1.0	0.512226744346449
536	0.0	1.0	0.8617274844321391
537	0.0	1.0	0.8588502560843989
538	1.0	88.0	0.5170364906592835
539	0.0	1.0	0.8588502560843989
540	0.0	72.0	0.5265241901112211
541	0.0	1.0	0.8472436380275852
542	0.0	1.0	0.5312044971776709
543	0.0	1.0	0.8413802898090779
544	0.0	40.0	0.5404435288915874
545	1.0	124.0	0.549527249569848
546	0.0	1.0	0.8443170536763502
547	0.0	1.0	0.5312044971776709
548	1.0	156.0	0.5450043146345697
549	0.0	1.0	0.8413802898090779
550	0.0	6.0	0.5358439258508835
551	0.0	1.0	0.850160147988438
552	0.0	24.0	0.5218019046753014
553	0.0	10.0	0.5170364906592835
554	0.0	1.0	0.5170364906592835
555	0.0	1.0	0.850160147988438
556	0.0	1.0	0.5404435288915874
557	0.0	70.0	0.549527249569848
558	0.0	106.0	0.5450043146345697
559	0.0	92.0	0.5358439258508835
560	0.0	1.0	0.8472436380275852
561	1.0	88.0	0.5312044971776709
562	1.0	66.0	0.5218019046753014
563	0.0	100.0	0.5170364906592835
564	1.0	60.0	0.5358439258508835
565	1.0	124.0	0.5358439258508835
566	0.0	1.0	0.5358439258508835
567	0.0	58.0	0.5312044971776709
568	0.0	1.0	0.5312044971776709
569	1.0	120.0	0.5312044971776709
570	0.0	1.0	0.8443170536763502
571	0.0	28.0	0.5404435288915874
572	0.0	1.0	0.8413802898090779
573	1.0	200.0	0.8443170536763502
574	1.0	204.0	0.5450043146345697
575	0.0	1.0	0.8384332394589941
576	0.0	44.0	0.5404435288915874
577	0.0	1.0	0.5404435288915874
578	0.0	1.0	0.8413802898090779
579	1.0	74.0	0.5404435288915874
580	0.0	1.0	0.8413802898090779
581	0.0	1.0	0.8384332394589941
582	0.0	1.0	0.5450043146345697
583	1.0	86.0	0.5450043146345697
584	0.0	1.0	0.5450043146345697
585	0.0	1.0	0.8354757937727448
586	0.0	1.0	0.8325078419634815
587	0.0	20.0	0.5404435288915874
588	1.0	152.0	0.8472436380275852
589	0.0	98.0	0.5358439258508835
590	1.0	98.0	0.5312044971776709
591	1.0	152.0	0.8530666868875069
592	0.0	28.0	0.5170364906592835
593	1.0	104.0	0.5218019046753014
594	0.0	1.0	0.5312044971776709
595	1.0	64.0	0.5404435288915874
596	0.0	1.0	0.8472436380275852
597	0.0	1.0	0.5312044971776709
598	0.0	1.0	0.5312044971776709
599	0.0	44.0	0.5312044971776709
600	0.0	22.0	0.8472436380275852
601	0.0	42.0	0.850160147988438
602	0.0	1.0	0.5218019046753014
603	0.0	32.0	0.5218019046753014
604	0.0	1.0	0.8530666868875069
605	1.0	174.0	0.855963356299049
606	0.0	46.0	0.5218019046753014
607	0.0	1.0	0.8530666868875069
608	0.0	36.0	0.5170364906592835
609	0.0	1.0	0.512226744346449
610	1.0	153.0	0.8617274844321391
611	1.0	136.0	0.5170364906592835
612	0.0	56.0	0.5265241901112211
613	0.0	40.0	0.5265241901112211
614	0.0	1.0	0.8472436380275852
615	0.0	1.0	0.5170364906592835
616	0.0	6.0	0.855963356299049
617	0.0	1.0	0.8530666868875069
618	1.0	198.0	0.850160147988438
619	0.0	1.0	0.850160147988438
620	0.0	44.0	0.5170364906592835
621	0.0	52.0	0.512226744346449
622	0.0	1.0	0.855963356299049
623	0.0	1.0	0.8588502560843989
624	0.0	1.0	0.8588502560843989
625	0.0	1.0	0.8472436380275852
626	0.0	136.0	0.5404435288915874
627	0.0	1.0	0.8413802898090779
628	0.0	1.0	0.8384332394589941
629	1.0	180.0	0.5404435288915874
630	0.0	30.0	0.8443170536763502
631	0.0	1.0	0.8443170536763502
632	0.0	34.0	0.8472436380275852
633	0.0	136.0	0.5404435288915874
634	0.0	3.0	0.5404435288915874
635	1.0	196.0	0.549527249569848
636	0.0	1.0	0.8325078419634815
637	0.0	1.0	0.549527249569848
638	1.0	130.0	0.5540132607341696
639	1.0	196.0	0.8354757937727448
640	0.0	1.0	0.8354757937727448
641	0.0	74.0	0.558463237929599
642	0.0	51.0	0.8354757937727448
643	0.0	1.0	0.8384332394589941
644	0.0	4.0	0.5358439258508835
645	1.0	112.0	0.5404435288915874
646	0.0	24.0	0.5358439258508835
647	1.0	136.0	0.5404435288915874
648	1.0	132.0	0.5358439258508835
649	1.0	162.0	0.5312044971776709
650	1.0	148.0	0.5450043146345697
651	1.0	105.0	0.558463237929599
652	0.0	1.0	0.558463237929599
653	0.0	1.0	0.5540132607341696
654	0.0	1.0	0.580201398969648
655	1.0	134.0	0.8114282726058776
656	1.0	178.0	0.584452015494721
657	1.0	84.0	0.5716053474796459
658	1.0	74.0	0.5628780357842335
659	1.0	122.0	0.8205286873307193
660	0.0	1.0	0.8175064719518546
661	0.0	68.0	0.5716053474796459
662	1.0	216.0	0.8295292712624359
663	1.0	166.0	0.5628780357842335
664	0.0	1.0	0.8265399668689247
665	0.0	1.0	0.5628780357842335
666	0.0	42.0	0.5628780357842335
667	0.0	1.0	0.5628780357842335
668	0.0	1.0	0.5628780357842335
669	1.0	216.0	0.5759194113040744
670	0.0	12.0	0.7991331937706871
671	1.0	120.0	0.5970223141259935
672	0.0	104.0	0.5928618291936592
673	0.0	3.0	0.584452015494721
674	1.0	234.0	0.8083720347307009
675	1.0	118.0	0.8083720347307009
676	1.0	177.0	0.580201398969648
677	0.0	1.0	0.8144730423001509
678	0.0	126.0	0.5759194113040744
679	0.0	123.0	0.580201398969648
680	0.0	1.0	0.8114282726058776
681	0.0	1.0	0.5928618291936592
682	1.0	206.0	0.7929141638835371
683	3.0	165.0	2.3891255287404234
684	1.0	192.0	0.5970223141259935
685	0.0	16.0	0.7960297521679913
686	1.0	150.0	0.7991331937706871
687	1.0	188.0	0.6052574936862545
688	0.0	112.0	0.6133821188805362
689	1.0	190.0	0.6133821188805362
690	1.0	60.0	0.6011540057371833
691	0.0	1.0	0.7929141638835371
692	1.0	210.0	0.7897862851668316
693	2.0	182.0	1.4742005720839595
694	1.0	212.0	0.7834930670648043
695	1.0	210.0	0.6093333477767906
696	0.0	1.0	0.7960297521679913
697	1.0	192.0	0.6133821188805362
698	1.0	102.0	0.6133821188805362
699	0.0	44.0	0.6052574936862545
700	1.0	136.0	0.6011540057371833
701	1.0	132.0	0.8083720347307009
702	1.0	72.0	0.5886719404433564
703	2.0	264.0	1.7162588832852244
704	1.0	114.0	0.5928618291936592
705	0.0	1.0	0.8114282726058776
706	1.0	87.0	0.5928618291936592
707	1.0	166.0	0.8022246296615703
708	0.0	1.0	0.5970223141259935
709	1.0	162.0	0.5886719404433564
710	0.0	46.0	0.5970223141259935
711	1.0	93.0	0.6011540057371833
712	0.0	112.0	0.6052574936862545
713	0.0	1.0	0.7960297521679913
714	1.0	76.0	0.6052574936862545
715	0.0	1.0	0.7960297521679913
716	0.0	60.0	0.7991331937706871
717	1.0	180.0	0.7897862851668316
718	0.0	38.0	0.6093333477767906
719	0.0	76.0	0.6093333477767906
720	0.0	1.0	0.6052574936862545
721	1.0	138.0	0.7991331937706871
722	1.0	74.0	0.7897862851668316
723	1.0	160.0	0.7960297521679913
724	0.0	1.0	0.7960297521679913
725	2.0	166.0	1.7075835511501087
726	0.0	1.0	0.6093333477767906
727	1.0	123.0	0.6052574936862545
728	0.0	1.0	0.8053041981047587
729	0.0	8.0	0.5886719404433564
730	0.0	1.0	0.8053041981047587
731	0.0	1.0	0.584452015494721
732	1.0	152.0	0.5886719404433564
733	1.0	106.0	0.5928618291936592
734	0.0	1.0	0.8083720347307009
735	1.0	108.0	0.5886719404433564
736	1.0	111.0	0.5970223141259935
