   step	 time	 cost	distance
  161	 10,0	  6,0	  2,6
  162	 10,0	  6,0	  2,6
  163	 10,0	  6,0	  2,6
  164	 10,0	  6,0	  2,6
  165	 10,0	  6,0	  2,6
  166	 12,5	  6,0	  2,6
  167	 12,5	  6,0	  2,6
  168	 12,5	  6,0	  2,6
  169	 12,5	  6,0	  2,6
  170	 12,5	  6,0	  2,6
  171	 12,5	  6,0	  2,6
  172	 12,5	  6,0	  2,6
  173	 12,5	  6,0	  2,6
  174	 12,5	  6,0	  2,6
  175	 12,5	  6,0	  2,6
  176	 12,5	  6,0	  2,6
  177	 12,5	  6,0	  2,6
  178	 12,5	  6,0	  2,6
  179	 12,5	  6,0	  2,6
  180	 12,5	  6,0	  2,6
  181	 12,5	  6,0	  2,6
  182	 12,5	  6,0	  2,6
  183	 12,5	  6,0	  2,6
  184	 12,5	  6,0	  2,6
  185	 12,5	  6,0	  2,6
  186	 12,5	  6,0	  2,6
  187	 12,5	  6,0	  2,6
  188	 12,5	  6,0	  2,6
  189	 12,5	  6,0	  2,6
  190	 12,5	  6,0	  2,6
  191	 16,1	  6,0	  2,6
  192	 19,6	  6,0	  2,6
  193	 19,6	  6,0	  7,7
  194	 19,6	  6,0	  7,7
  195	 19,6	  6,0	  7,7
  196	 19,6	  6,0	  7,7
  197	 19,6	  6,0	  7,7
  198	 19,6	  6,0	  7,7
  199	 19,6	  6,0	  7,7
  200	 19,6	  6,0	  7,7
  201	 19,6	  6,0	  7,7
  202	 19,6	  6,0	  7,7
  203	 19,6	  6,0	  7,7
  204	 19,6	  6,0	  7,7
  205	 19,6	  6,0	 10,5
  206	 19,6	  6,0	 14,6
  207	 19,6	  6,0	 14,6
  208	 19,6	  6,0	 14,6
  209	 19,6	  6,0	 14,6
  210	 19,6	  6,0	 14,6
  211	 19,6	  6,0	 14,6
  212	 19,6	  6,0	 14,6
  213	 19,6	  6,0	 14,6
  214	 19,6	  6,0	 14,6
  215	 19,6	  8,8	 14,6
  216	 19,6	  8,8	 14,6
  217	 19,6	 10,2	 14,6
  218	 19,6	 11,5	 14,6
  219	 19,6	 11,5	 14,6
  220	 19,6	 11,5	 14,6
  221	 19,6	 11,5	 14,6
  222	 19,6	 11,5	 14,6
  223	 19,6	 11,5	 14,6
  224	 19,6	 11,5	 14,6
  225	 19,6	 11,5	 14,6
  226	 19,6	 11,5	 14,6
  227	 19,6	 11,5	 17,4
  228	 19,6	 11,5	 17,4
  229	 19,6	 11,5	 17,4
  230	 19,6	 11,5	 21,5
  231	 19,6	 11,5	 21,5
  232	 19,6	 11,5	 21,5
  233	 19,6	 11,5	 21,5
  234	 19,6	 11,5	 21,5
  235	 19,6	 11,5	 21,5
  236	 19,6	 11,5	 21,5
  237	 19,6	 15,1	 21,5
  238	 19,6	 15,1	 24,9
  239	 19,6	 15,1	 24,9
  240	 19,6	 15,1	 24,9
  241	 19,6	 17,9	 24,9
  242	 19,6	 17,9	 24,9
  243	 19,6	 17,9	 24,9
  244	 19,6	 17,9	 24,9
  245	 19,6	 17,9	 24,9
  246	 19,6	 17,9	 24,9
  247	 19,6	 17,9	 24,9
  248	 19,6	 17,9	 24,9
  249	 19,6	 17,9	 24,9
  250	 19,6	 17,9	 24,9
  251	 19,6	 17,9	 24,9
  252	 19,6	 17,9	 29,0
  253	 22,5	 20,9	 31,8
  254	 22,5	 20,9	 31,8
  255	 22,5	 20,9	 31,8
  256	 22,5	 20,9	 31,8
  257	 22,5	 20,9	 31,8
  258	 22,5	 24,0	 31,8
  259	 22,5	 24,0	 31,8
  260	 22,5	 24,0	 31,8
  261	 22,5	 24,0	 31,8
  262	 22,5	 24,0	 31,8
  263	 22,5	 24,0	 31,8
  264	 22,5	 24,0	 31,8
  265	 22,5	 24,0	 31,8
  266	 22,5	 24,0	 35,1
  267	 22,5	 24,0	 35,1
  268	 22,5	 24,0	 35,1
  269	 22,5	 24,0	 35,1
  270	 22,5	 24,0	 35,1
  271	 22,5	 27,7	 35,1
  272	 22,5	 27,7	 35,1
  273	 22,5	 27,7	 35,1
  274	 22,5	 27,7	 35,1
  275	 22,5	 27,7	 35,1
  276	 27,2	 27,7	 35,1
  277	 27,2	 27,7	 35,1
  278	 27,2	 27,7	 37,1
  279	 27,2	 27,7	 37,1
  280	 27,2	 27,7	 37,1
  281	 27,2	 27,7	 37,1
  282	 28,4	 27,7	 37,2
  283	 28,4	 27,7	 37,2
  284	 28,4	 27,7	 37,2
  285	 28,4	 27,7	 38,5
  286	 28,4	 27,7	 38,5
  287	 28,4	 27,7	 38,5
  288	 28,4	 27,7	 38,5
  289	 28,4	 27,7	 38,5
  290	 28,4	 27,7	 38,5
  291	 28,4	 27,7	 38,5
  292	 28,4	 27,7	 38,5
  293	 28,4	 27,7	 38,5
  294	 28,4	 27,7	 39,7
  295	 28,4	 27,7	 39,7
  296	 28,4	 27,7	 39,7
  297	 28,4	 27,7	 39,7
  298	 28,4	 27,7	 39,7
  299	 28,4	 27,7	 39,7
  300	 28,4	 27,7	 39,7
  301	 28,4	 27,7	 39,7
  302	 28,4	 27,7	 44,5
  303	 28,4	 27,7	 44,5
  304	 29,7	 27,7	 44,5
  305	 29,7	 27,7	 44,5
  306	 29,7	 27,7	 44,6
  307	 29,7	 27,7	 44,6
  308	 29,7	 27,7	 47,6
  309	 29,7	 27,7	 47,6
  310	 33,2	 27,7	 47,6
  311	 33,2	 27,7	 47,6
  312	 33,2	 27,7	 47,6
  313	 33,2	 27,7	 47,6
  314	 33,2	 27,7	 47,6
  315	 33,2	 27,7	 47,6
  316	 33,2	 27,7	 47,6
  317	 33,2	 27,7	 47,6
  318	 33,2	 30,5	 47,6
  319	 33,2	 30,5	 47,6
  320	 33,2	 30,5	 47,6
  321	 33,2	 30,5	 47,6
  322	 33,2	 30,5	 47,6
  323	 33,2	 30,5	 47,6
  324	 33,2	 30,5	 47,6
  325	 33,2	 30,5	 47,6
  326	 33,2	 30,5	 47,6
  327	 33,2	 30,5	 48,9
  328	 33,2	 30,5	 48,9
  329	 33,2	 31,8	 48,9
  330	 33,2	 31,8	 53,0
  331	 36,0	 31,8	 53,0
  332	 36,0	 31,8	 53,0
  333	 36,0	 33,1	 53,0
  334	 36,0	 33,1	 53,0
  335	 36,0	 33,1	 53,0
  336	 36,0	 33,1	 53,0
  337	 36,0	 33,1	 53,0
  338	 36,0	 33,1	 53,0
  339	 36,0	 33,1	 53,0
  340	 36,0	 33,1	 53,0
  341	 36,0	 33,1	 53,0
  342	 40,9	 33,1	 55,3
  343	 40,9	 33,1	 55,3
  344	 40,9	 33,1	 55,3
  345	 40,9	 33,1	 55,3
  346	 40,9	 33,1	 55,3
  347	 40,9	 33,1	 55,3
  348	 40,9	 33,1	 55,3
  349	 40,9	 33,1	 55,3
  350	 40,9	 33,1	 55,3
  351	 40,9	 33,1	 55,3
  352	 40,9	 33,1	 58,1
  353	 40,9	 33,1	 58,1
  354	 40,9	 33,1	 58,1
  355	 40,9	 33,1	 58,1
  356	 40,9	 33,1	 58,1
  357	 40,9	 33,1	 58,1
  358	 40,9	 33,1	 58,1
  359	 45,2	 33,1	 58,1
  360	 45,2	 33,1	 58,1
  361	 45,2	 33,1	 58,1
  362	 45,2	 33,1	 58,1
  363	 45,2	 33,1	 58,1
  364	 45,2	 36,0	 62,2
  365	 45,2	 36,0	 62,2
  366	 45,2	 36,0	 62,2
  367	 45,2	 36,0	 62,2
  368	 47,7	 39,7	 62,2
  369	 47,7	 39,7	 62,2
  370	 51,9	 39,7	 62,2
  371	 51,9	 39,7	 62,2
  372	 51,9	 39,7	 62,2
  373	 51,9	 39,7	 62,2
  374	 51,9	 39,7	 62,2
  375	 51,9	 39,7	 62,2
  376	 51,9	 39,7	 62,2
  377	 51,9	 39,7	 62,2
  378	 51,9	 39,7	 62,2
  379	 51,9	 39,7	 62,2
  380	 51,9	 44,6	 62,2
  381	 51,9	 44,6	 63,4
  382	 51,9	 44,6	 63,4
  383	 51,9	 44,6	 63,4
  384	 51,9	 44,6	 63,4
  385	 51,9	 44,6	 63,4
  386	 51,9	 44,6	 66,0
  387	 51,9	 44,6	 66,0
  388	 51,9	 47,4	 66,0
  389	 51,9	 47,4	 66,0
  390	 51,9	 47,4	 66,0
  391	 51,9	 47,4	 69,4
  392	 51,9	 47,4	 69,4
  393	 51,9	 47,4	 69,4
  394	 55,5	 47,4	 69,4
  395	 55,5	 47,4	 74,5
  396	 55,5	 47,4	 74,5
  397	 55,5	 47,4	 74,5
  398	 56,7	 47,4	 74,5
  399	 56,7	 47,4	 74,5
  400	 56,7	 47,4	 74,5
  401	 56,7	 47,4	 74,5
  402	 56,7	 47,4	 76,5
  403	 56,7	 47,4	 76,5
  404	 56,7	 52,4	 77,7
  405	 56,7	 52,4	 77,7
  406	 56,7	 52,4	 77,8
  407	 59,8	 52,4	 77,8
  408	 59,8	 52,4	 77,8
  409	 59,8	 52,4	 77,8
  410	 59,8	 52,4	 77,8
  411	 59,8	 52,4	 77,8
  412	 59,8	 52,4	 77,8
  413	 59,8	 52,4	 77,8
  414	 59,8	 52,4	 77,8
  415	 64,7	 52,4	 77,8
  416	 64,7	 52,4	 77,8
  417	 64,7	 52,4	 81,3
  418	 64,7	 52,4	 81,3
  419	 64,7	 55,4	 82,5
  420	 64,7	 55,4	 82,5
  421	 64,7	 55,4	 82,5
  422	 64,7	 55,4	 82,5
  423	 64,7	 55,4	 82,5
  424	 64,7	 55,4	 82,5
  425	 64,7	 55,4	 82,5
  426	 64,7	 55,4	 82,5
  427	 64,7	 55,4	 82,5
  428	 64,7	 55,4	 82,5
  429	 64,7	 55,4	 82,5
  430	 64,7	 55,4	 82,5
  431	 64,7	 55,4	 82,5
  432	 64,7	 55,4	 82,5
  433	 64,7	 55,4	 82,5
  434	 64,7	 55,4	 82,5
  435	 64,7	 55,4	 82,5
  436	 64,7	 55,4	 82,5
  437	 64,7	 55,4	 82,5
  438	 64,7	 55,4	 82,5
  439	 64,7	 55,4	 82,5
  440	 64,7	 55,4	 82,5
  441	 64,7	 63,4	 82,5
  442	 66,7	 63,4	 82,5
  443	 66,7	 63,4	 82,5
  444	 66,7	 63,4	 82,5
  445	 66,7	 63,4	 82,5
  446	 66,8	 63,4	 85,0
  447	 66,8	 63,4	 85,0
  448	 66,8	 63,4	 85,0
  449	 66,8	 63,4	 85,0
  450	 73,9	 66,4	 85,0
  451	 81,0	 66,4	 85,0
  452	 81,0	 66,4	 85,0
  453	 81,0	 66,4	 85,0
  454	 81,0	 66,4	 85,0
  455	 81,0	 66,4	 85,0
  456	 81,0	 66,4	 85,0
  457	 81,0	 66,4	 85,0
  458	 81,0	 66,4	 85,0
  459	 81,0	 66,4	 85,0
  460	 81,0	 71,0	 85,0
  461	 81,0	 71,0	 89,2
  462	 81,0	 71,0	 89,2
  463	 81,0	 71,0	 89,2
  464	 81,0	 71,0	 89,2
  465	 81,0	 71,0	 89,2
  466	 84,6	 71,0	 89,2
  467	 87,3	 75,4	 89,2
  468	 87,3	 75,4	 89,2
  469	 87,3	 75,4	 92,7
  470	 87,3	 75,4	 97,9
  471	 87,3	 75,4	 97,9
  472	 91,5	 75,4	101,3
  473	 91,5	 75,4	101,3
  474	 91,5	 75,4	101,3
  475	 91,5	 75,4	101,3
  476	 91,5	 75,4	101,3
  477	 91,5	 75,4	101,3
  478	 91,5	 75,4	101,3
  479	 91,5	 75,4	101,3
  480	 91,5	 75,4	102,6
  481	 91,5	 75,4	102,6
  482	 91,5	 75,4	102,6
  483	 97,2	 75,4	102,6
  484	 97,2	 75,4	102,6
  485	 97,2	 75,4	102,6
  486	 97,2	 76,7	102,6
  487	 97,2	 76,7	102,6
  488	 97,2	 76,7	102,6
  489	 97,2	 76,7	104,9
  490	 97,2	 76,7	104,9
  491	 97,2	 76,7	104,9
  492	 97,2	 76,7	104,9
  493	 97,2	 76,7	109,1
  494	 97,2	 76,7	109,1
  495	 97,2	 76,7	109,1
  496	 97,2	 76,7	109,1
  497	 97,2	 76,7	109,1
  498	 97,2	 76,7	109,1
  499	 97,2	 76,7	109,1
  500	 97,2	 80,4	109,1
  501	 97,2	 80,4	109,1
  502	 97,2	 80,4	109,1
  503	 97,2	 80,4	109,1
  504	 97,2	 80,4	109,1
  505	 97,2	 80,4	109,1
  506	 97,2	 80,4	109,1
  507	 97,2	 80,4	112,1
  508	 97,2	 80,4	112,1
  509	 97,2	 80,4	112,1
  510	 97,2	 80,4	115,2
  511	 97,2	 80,4	115,2
  512	 97,2	 80,4	115,2
  513	 97,2	 80,4	115,2
  514	 98,5	 80,4	115,2
  515	 98,5	 80,4	115,2
  516	 98,5	 80,4	115,2
  517	 98,5	 81,7	115,2
  518	 98,5	 81,7	115,2
  519	 98,5	 81,7	115,2
  520	 98,5	 81,7	115,2
  521	 98,5	 81,7	115,2
  522	 98,5	 81,7	115,2
  523	 98,5	 81,7	115,2
  524	 98,5	 81,7	115,2
  525	 98,5	 81,7	115,2
  526	 98,5	 81,7	115,2
  527	 98,5	 81,7	115,2
  528	102,7	 81,7	115,2
  529	102,7	 81,7	115,2
  530	102,7	 89,2	115,2
  531	102,7	 89,2	115,2
  532	102,7	 89,2	115,2
  533	102,7	 89,2	115,2
  534	102,7	 89,2	115,2
  535	102,7	 89,2	115,2
  536	102,7	 89,2	115,2
  537	102,7	 89,2	115,2
  538	102,7	 89,2	119,3
  539	102,7	 89,2	119,3
  540	102,7	 92,0	119,3
  541	102,7	 92,0	119,3
  542	102,7	 92,0	119,3
  543	102,7	 92,0	119,3
  544	104,8	 92,0	119,3
  545	107,0	 92,0	119,3
  546	107,0	 92,0	121,8
  547	107,0	 92,0	121,8
  548	107,1	 92,0	124,0
  549	107,1	 92,0	124,0
  550	107,1	 92,0	124,0
  551	107,1	 92,0	124,0
  552	107,1	 92,0	124,0
  553	107,1	 92,0	124,0
  554	107,1	 92,0	124,0
  555	107,1	101,4	125,2
  556	107,1	105,3	125,2
  557	107,1	105,3	125,2
  558	107,1	109,7	125,2
  559	107,1	109,7	125,2
  560	107,1	109,7	125,2
  561	107,1	109,7	125,2
  562	107,1	109,7	125,2
  563	107,1	114,6	125,2
  564	107,1	118,3	125,2
  565	107,1	118,3	128,7
  566	107,1	118,3	128,7
  567	107,1	118,3	128,7
  568	107,1	118,3	128,7
  569	107,1	118,3	128,7
  570	107,1	118,3	133,7
  571	107,1	118,3	133,7
  572	107,1	118,3	133,7
  573	121,9	118,3	133,7
  574	121,9	118,3	133,7
  575	121,9	118,3	133,7
  576	121,9	118,3	133,7
  577	121,9	118,3	133,7
  578	121,9	118,3	133,7
  579	121,9	118,3	133,7
  580	121,9	118,3	136,5
  581	121,9	118,3	136,5
  582	121,9	118,3	136,5
  583	121,9	118,3	136,5
  584	121,9	118,3	136,5
  585	121,9	118,3	136,5
  586	121,9	118,3	136,5
  587	121,9	124,3	136,5
  588	121,9	124,3	136,5
  589	121,9	124,3	136,5
  590	125,3	124,3	136,5
  591	128,8	124,3	141,2
  592	128,8	124,3	141,2
  593	128,8	125,6	141,2
  594	128,8	125,6	141,2
  595	133,2	130,0	141,2
  596	133,2	130,0	141,2
  597	133,2	130,0	141,2
  598	133,2	130,0	141,2
  599	133,2	130,0	141,2
  600	138,9	130,0	141,2
  601	138,9	130,0	145,3
  602	138,9	130,0	145,3
  603	138,9	131,3	145,3
  604	139,0	131,3	150,3
  605	141,7	131,3	150,3
  606	145,2	131,3	150,3
  607	145,2	131,3	150,3
  608	149,5	131,3	150,3
  609	149,5	131,3	150,3
  610	149,5	131,3	150,3
  611	149,5	137,3	150,3
  612	149,5	137,3	150,3
  613	149,5	137,3	152,3
  614	149,5	137,3	156,5
  615	149,5	137,3	156,5
  616	153,0	141,7	156,5
  617	153,0	141,7	156,6
  618	153,0	141,7	156,6
  619	157,8	141,7	156,6
  620	157,8	141,7	156,6
  621	161,4	141,7	159,5
  622	161,4	143,0	159,5
  623	161,4	143,0	164,5
  624	161,4	143,0	164,5
  625	161,4	143,0	164,6
  626	161,4	143,0	164,6
  627	161,4	153,4	164,6
  628	161,4	153,4	164,6
  629	161,4	153,4	164,6
  630	166,1	153,4	164,6
  631	166,1	153,4	164,6
  632	166,1	153,4	164,6
  633	166,1	153,4	164,6
  634	167,9	153,4	164,6
  635	171,5	153,4	164,6
  636	171,5	153,4	164,6
  637	171,5	153,4	164,6
  638	175,0	156,0	168,1
  639	175,0	156,0	168,1
  640	175,0	156,0	168,1
  641	175,0	156,0	168,1
  642	177,1	156,0	168,1
  643	177,1	156,0	168,1
  644	177,1	166,1	170,3
  645	177,1	166,1	174,6
  646	177,1	166,1	174,6
  647	177,1	166,1	174,6
  648	177,1	166,1	174,6
  649	180,7	166,1	174,6
  650	180,7	166,1	174,6
  651	180,7	166,1	174,6
  652	180,7	166,1	174,6
  653	187,8	166,1	174,6
  654	187,8	166,1	174,6
  655	187,8	166,1	174,6
  656	187,8	166,1	174,6
  657	187,8	166,1	174,6
  658	187,8	166,1	177,6
  659	187,8	166,1	177,6
  660	187,8	166,1	177,6
  661	187,8	166,1	177,6
  662	187,8	166,1	177,6
  663	187,8	166,1	177,6
  664	187,8	170,7	177,6
  665	187,8	170,7	177,6
  666	187,8	170,7	177,6
  667	189,8	174,5	177,6
  668	189,8	174,5	180,4
  669	189,8	174,5	180,4
  670	189,8	174,5	180,4
  671	189,9	178,2	180,4
  672	189,9	178,2	180,4
  673	189,9	178,2	180,4
  674	193,4	178,2	180,4
  675	193,4	178,2	180,4
  676	198,1	178,2	180,4
  677	198,1	178,2	180,4
  678	198,1	178,2	180,4
  679	198,1	182,0	180,4
  680	200,2	182,0	180,4
  681	204,9	182,0	180,4
  682	204,9	182,0	180,4
  683	210,0	184,6	182,5
  684	210,1	184,6	182,5
  685	210,1	184,6	182,5
  686	214,8	184,6	186,6
  687	214,8	184,6	193,5
  688	218,0	184,6	193,5
  689	218,0	184,6	193,5
  690	218,0	185,9	193,5
  691	218,0	185,9	193,5
  692	218,0	185,9	193,5
  693	218,0	185,9	193,5
  694	218,0	187,2	193,5
  695	218,0	187,2	193,5
  696	218,0	187,2	193,5
  697	218,0	187,2	193,5
  698	218,0	187,2	193,5
  699	218,0	187,2	193,5
  700	220,3	187,2	198,1
  701	220,3	187,2	198,1
  702	220,3	187,2	198,1
  703	220,3	190,2	198,1
  704	220,3	196,5	198,1
  705	220,3	196,5	198,1
  706	220,3	196,5	198,1
  707	220,3	196,5	198,1
  708	220,3	196,5	198,1
  709	220,3	196,5	198,1
  710	220,3	196,5	198,1
  711	220,3	196,5	198,1
  712	220,3	196,5	198,1
  713	220,3	196,5	201,5
  714	220,3	196,5	210,2
  715	220,3	196,5	210,2
  716	220,3	196,5	210,2
  717	223,0	196,5	212,4
  718	223,0	196,5	212,4
  719	223,0	196,5	212,4
  720	223,0	196,5	212,4
  721	223,0	196,5	212,4
  722	223,0	196,5	212,4
  723	223,0	196,5	216,6
  724	223,0	196,5	216,6
  725	223,0	196,5	216,6
  726	223,0	196,5	216,6
  727	223,0	196,5	216,6
  728	223,0	196,5	217,8
  729	223,0	196,5	217,8
  730	223,0	196,5	217,8
  731	223,0	199,4	217,8
  732	226,6	199,4	217,8
  733	226,6	199,4	217,8
  734	226,6	199,4	217,8
  735	226,6	199,4	222,6
  736	228,4	199,4	222,6
  737	228,4	199,4	222,6
  738	228,4	199,4	225,7
  739	228,4	199,4	225,7
  740	228,4	199,4	225,7
  741	228,4	199,4	225,7
  742	228,4	199,4	225,7
  743	228,4	199,4	225,7
  744	230,9	199,4	225,7
  745	230,9	199,4	225,7
  746	230,9	199,4	230,4
  747	230,9	199,4	230,4
  748	230,9	199,4	230,4
  749	230,9	199,4	230,4
  750	230,9	199,4	231,6
  751	230,9	203,0	231,6
  752	230,9	203,0	231,6
  753	230,9	203,0	231,6
  754	230,9	203,0	231,6
  755	230,9	203,0	231,6
  756	235,6	203,0	239,9
  757	235,6	203,0	242,4
  758	235,6	203,0	242,4
  759	235,6	213,7	242,4
  760	235,6	213,7	242,4
  761	235,6	213,7	242,4
  762	235,6	213,7	248,0
  763	235,6	213,7	248,0
  764	235,6	213,7	248,0
  765	235,6	213,7	248,0
  766	235,6	218,1	248,0
  767	235,6	223,5	248,0
  768	235,6	223,5	248,0
  769	235,6	223,5	248,0
  770	235,6	223,5	248,0
  771	235,6	223,5	248,0
  772	235,6	223,5	248,0
  773	235,6	223,5	248,0
  774	235,6	223,5	248,0
  775	235,6	223,5	250,0
  776	239,1	223,5	250,0
  777	243,8	223,5	250,0
  778	243,8	223,5	250,0
  779	243,8	223,5	250,0
  780	243,8	229,5	250,0
  781	243,8	229,5	251,3
  782	243,8	229,5	251,3
  783	243,8	229,5	251,3
  784	243,8	229,5	251,3
  785	243,8	229,5	251,3
  786	243,8	229,5	251,3
  787	243,8	229,5	251,3
  788	243,8	229,5	251,3
  789	243,8	229,5	251,3
  790	246,6	229,5	256,3
  791	248,7	229,5	256,3
  792	248,7	231,7	256,3
  793	253,5	231,7	256,3
  794	253,5	231,7	256,3
  795	253,5	231,7	256,3
  796	253,5	231,7	256,3
  797	253,5	235,4	256,3
  798	257,9	235,4	256,3
  799	257,9	235,4	256,3
  800	257,9	235,4	260,9
  801	257,9	235,4	260,9
  802	266,2	235,4	263,7
  803	266,2	235,4	263,7
  804	266,2	235,4	263,7
  805	270,4	238,4	263,7
  806	270,4	238,4	263,7
  807	270,4	243,8	263,7
  808	270,4	243,8	263,7
  809	270,4	243,8	263,7
  810	270,4	243,8	263,7
  811	270,4	243,8	263,7
  812	270,4	243,8	263,7
  813	270,4	243,8	265,4
  814	274,8	248,9	265,4
  815	274,8	248,9	265,4
  816	274,8	248,9	265,4
  817	274,8	253,8	265,4
  818	279,1	253,8	265,4
  819	281,7	253,8	265,4
  820	285,2	253,8	265,4
  821	285,2	253,8	265,4
  822	285,2	255,1	265,4
  823	285,2	262,5	268,3
  824	287,8	262,5	268,3
  825	287,8	267,7	268,3
  826	287,8	267,7	273,1
