   step	 time	 cost	distance
  819	210.7	235.0	219.2
  820	211.2	235.6	219.7
  821	211.7	236.1	220.2
  822	212.2	236.7	220.7
  823	212.7	237.2	221.2
  824	213.2	237.8	221.8
  825	213.7	238.3	222.3
  826	214.2	238.9	222.8
  827	214.7	239.4	223.3
  828	215.2	240.0	223.9
  829	215.8	240.5	224.4
  830	216.3	241.1	224.9
  831	216.8	241.6	225.5
  832	217.3	242.2	226.0
  833	217.8	242.7	226.5
  834	218.3	243.3	227.1
  835	218.8	243.8	227.6
  836	219.4	244.4	228.1
  837	219.9	245.0	228.7
  838	220.4	245.5	229.2
  839	220.9	246.1	229.8
  840	221.4	246.6	230.3
  841	221.9	247.2	230.9
  842	222.5	247.7	231.4
  843	223.0	248.3	232.0
  844	223.5	248.8	232.5
  845	224.0	249.4	233.0
  846	224.5	249.9	233.6
  847	225.1	250.5	234.2
  848	225.6	251.1	234.7
  849	226.1	251.6	235.3
  850	226.6	252.2	235.8
  851	227.1	252.7	236.4
  852	227.7	253.3	236.9
  853	228.2	253.9	237.5
  854	228.7	254.4	238.0
  855	229.2	255.0	238.6
  856	229.8	255.5	239.2
  857	230.3	256.1	239.7
  858	230.8	256.7	240.3
  859	231.4	257.2	240.8
  860	231.9	257.8	241.4
  861	232.4	258.4	242.0
  862	232.9	258.9	242.5
  863	233.5	259.5	243.1
  864	234.0	260.1	243.7
  865	234.5	260.7	244.2
  866	235.1	261.2	244.8
  867	235.6	261.8	245.4
  868	236.1	262.4	245.9
  869	236.6	262.9	246.5
  870	237.2	263.5	247.1
  871	237.7	264.1	247.7
  872	238.2	264.6	248.2
  873	238.8	265.2	248.8
  874	239.3	265.8	249.4
  875	239.8	266.4	250.0
  876	240.4	266.9	250.5
  877	240.9	267.5	251.1
  878	241.5	268.1	251.7
  879	242.0	268.7	252.3
  880	242.5	269.2	252.9
  881	243.1	269.8	253.5
  882	243.6	270.4	254.0
  883	244.2	270.9	254.6
  884	244.7	271.5	255.2
  885	245.2	272.1	255.8
  886	245.8	272.6	256.4
  887	246.3	273.2	257.0
  888	246.9	273.8	257.6
  889	247.4	274.3	258.1
  890	248.0	274.9	258.7
  891	248.5	275.5	259.3
  892	249.0	276.1	259.9
  893	249.6	276.6	260.5
  894	250.1	277.2	261.1
  895	250.7	277.8	261.7
  896	251.2	278.4	262.3
  897	251.8	279.0	262.9
  898	252.3	279.5	263.4
  899	252.9	280.1	264.0
  900	253.4	280.7	264.6
  901	254.0	281.3	265.2
  902	254.5	281.9	265.8
  903	255.1	282.4	266.4
  904	255.6	283.0	267.0
  905	256.2	283.6	267.6
  906	256.7	284.2	268.2
  907	257.3	284.8	268.8
  908	257.9	285.4	269.4
  909	258.4	285.9	270.0
  910	259.0	286.5	270.6
  911	259.5	287.1	271.2
  912	260.1	287.7	271.8
  913	260.7	288.3	272.4
  914	261.2	288.9	273.0
  915	261.8	289.5	273.6
  916	262.3	290.0	274.2
  917	262.9	290.6	274.8
  918	263.5	291.2	275.4
  919	264.0	291.8	276.0
  920	264.6	292.4	276.6
  921	265.2	293.0	277.2
  922	265.7	293.6	277.8
  923	266.3	294.2	278.4
  924	266.8	294.8	279.1
  925	267.4	295.4	279.7
  926	268.0	296.0	280.3
  927	268.5	296.6	280.9
  928	269.1	297.2	281.6
  929	269.7	297.7	282.2
  930	270.2	298.3	282.8
  931	270.8	298.9	283.4
  932	271.4	299.5	284.1
  933	271.9	300.1	284.7
  934	272.5	300.7	285.3
  935	273.1	301.3	286.0
  936	273.6	301.9	286.6
  937	274.2	302.5	287.2
  938	274.8	303.1	287.8
  939	275.4	303.7	288.5
  940	275.9	304.3	289.1
  941	276.5	304.9	289.8
  942	277.1	305.5	290.4
  943	277.7	306.1	291.0
  944	278.2	306.7	291.7
  945	278.8	307.3	292.3
  946	279.4	307.9	292.9
  947	280.0	308.5	293.6
  948	280.5	309.1	294.2
  949	281.1	309.7	294.8
  950	281.7	310.3	295.5
  951	282.3	310.9	296.1
  952	282.8	311.5	296.8
  953	283.4	312.2	297.4
  954	284.0	312.8	298.0
  955	284.6	313.4	298.7
  956	285.2	314.0	299.3
  957	285.7	314.6	300.0
  958	286.3	315.3	300.6
  959	286.9	315.9	301.3
  960	287.5	316.5	301.9
  961	288.1	317.1	302.5
  962	288.6	317.8	303.2
  963	289.2	318.4	303.8
  964	289.8	319.0	304.5
  965	290.4	319.6	305.1
  966	291.0	320.3	305.8
  967	291.5	320.9	306.4
  968	292.1	321.5	307.1
  969	292.7	322.1	307.7
  970	293.3	322.8	308.4
  971	293.9	323.4	309.0
  972	294.5	324.0	309.7
  973	295.1	324.7	310.3
  974	295.7	325.3	310.9
  975	296.2	325.9	311.6
  976	296.8	326.6	312.2
  977	297.4	327.2	312.9
  978	298.0	327.9	313.5
  979	298.6	328.5	314.2
  980	299.2	329.1	314.8
  981	299.8	329.8	315.5
  982	300.4	330.4	316.2
  983	301.0	331.1	316.8
  984	301.6	331.7	317.5
  985	302.1	332.3	318.1
  986	302.7	333.0	318.8
  987	303.3	333.6	319.5
  988	303.9	334.3	320.1
  989	304.5	334.9	320.8
  990	305.1	335.6	321.4
  991	305.7	336.2	322.1
  992	306.3	336.9	322.8
  993	306.9	337.5	323.4
  994	307.5	338.2	324.1
  995	308.1	338.8	324.7
  996	308.7	339.4	325.4
  997	309.3	340.1	326.1
  998	309.9	340.7	326.7
  999	310.5	341.4	327.4
 1000	311.1	342.0	328.1
 1001	311.7	342.7	328.8
 1002	312.3	343.3	329.4
 1003	312.9	344.0	330.1
 1004	313.5	344.6	330.8
 1005	314.1	345.3	331.4
 1006	314.7	346.0	332.1
 1007	315.3	346.6	332.8
 1008	315.9	347.3	333.5
 1009	316.5	347.9	334.2
 1010	317.1	348.6	334.8
 1011	317.7	349.2	335.5
 1012	318.3	349.9	336.2
 1013	318.9	350.5	336.9
 1014	319.5	351.2	337.6
 1015	320.1	351.8	338.2
 1016	320.7	352.5	338.9
 1017	321.3	353.2	339.6
 1018	322.0	353.8	340.3
 1019	322.6	354.5	341.0
 1020	323.2	355.1	341.6
 1021	323.8	355.8	342.3
 1022	324.4	356.4	343.0
 1023	325.0	357.1	343.7
 1024	325.7	357.7	344.4
 1025	326.3	358.4	345.1
 1026	326.9	359.0	345.8
 1027	327.5	359.7	346.5
 1028	328.1	360.4	347.2
 1029	328.7	361.0	347.8
 1030	329.4	361.7	348.5
 1031	330.0	362.3	349.2
 1032	330.6	363.0	349.9
 1033	331.2	363.6	350.6
 1034	331.8	364.3	351.3
 1035	332.5	365.0	352.0
 1036	333.1	365.6	352.7
 1037	333.7	366.3	353.4
 1038	334.3	366.9	354.1
 1039	335.0	367.6	354.7
 1040	335.6	368.3	355.4
 1041	336.2	368.9	356.1
 1042	336.8	369.6	356.8
 1043	337.5	370.2	357.5
 1044	338.1	370.9	358.2
 1045	338.7	371.6	358.9
 1046	339.4	372.2	359.6
 1047	340.0	372.9	360.3
 1048	340.6	373.5	361.0
 1049	341.3	374.2	361.7
 1050	341.9	374.9	362.4
 1051	342.5	375.5	363.1
 1052	343.1	376.2	363.9
 1053	343.8	376.9	364.6
 1054	344.4	377.5	365.3
 1055	345.1	378.2	366.0
 1056	345.7	378.8	366.7
 1057	346.3	379.5	367.4
 1058	347.0	380.2	368.1
 1059	347.6	380.8	368.8
 1060	348.2	381.5	369.5
 1061	348.9	382.2	370.2
 1062	349.5	382.8	370.9
 1063	350.2	383.5	371.6
 1064	350.8	384.2	372.3
 1065	351.5	384.8	373.0
 1066	352.1	385.5	373.7
 1067	352.8	386.2	374.4
 1068	353.4	386.9	375.1
 1069	354.0	387.5	375.8
 1070	354.7	388.2	376.6
 1071	355.3	388.9	377.3
 1072	356.0	389.5	378.0
 1073	356.6	390.2	378.7
 1074	357.3	390.9	379.4
 1075	357.9	391.6	380.1
 1076	358.6	392.2	380.8
 1077	359.2	392.9	381.5
 1078	359.9	393.6	382.2
 1079	360.5	394.2	383.0
 1080	361.2	394.9	383.7
 1081	361.8	395.6	384.4
 1082	362.5	396.3	385.1
 1083	363.2	396.9	385.8
 1084	363.8	397.6	386.5
 1085	364.5	398.3	387.2
 1086	365.1	399.0	387.9
 1087	365.8	399.7	388.7
 1088	366.4	400.4	389.4
 1089	367.1	401.1	390.1
 1090	367.8	401.7	390.8
 1091	368.4	402.4	391.5
 1092	369.1	403.1	392.2
 1093	369.7	403.8	392.9
 1094	370.4	404.5	393.7
 1095	371.1	405.2	394.4
 1096	371.7	405.9	395.1
 1097	372.4	406.6	395.8
 1098	373.1	407.2	396.5
 1099	373.7	407.9	397.2
 1100	374.4	408.6	397.9
 1101	375.1	409.3	398.6
 1102	375.8	410.0	399.4
 1103	376.4	410.7	400.1
 1104	377.1	411.4	400.8
 1105	377.8	412.1	401.5
 1106	378.4	412.8	402.2
 1107	379.1	413.5	402.9
 1108	379.8	414.2	403.7
 1109	380.5	414.9	404.4
 1110	381.1	415.6	405.1
 1111	381.8	416.3	405.8
 1112	382.5	417.0	406.6
 1113	383.2	417.7	407.3
 1114	383.8	418.4	408.0
 1115	384.5	419.1	408.7
 1116	385.2	419.8	409.5
 1117	385.9	420.5	410.2
 1118	386.5	421.2	410.9
 1119	387.2	421.9	411.6
 1120	387.9	422.6	412.4
 1121	388.6	423.3	413.1
 1122	389.3	424.0	413.8
 1123	390.0	424.7	414.6
 1124	390.6	425.5	415.3
 1125	391.3	426.2	416.0
 1126	392.0	426.9	416.7
 1127	392.7	427.6	417.5
 1128	393.4	428.3	418.2
 1129	394.1	429.0	419.0
 1130	394.7	429.7	419.7
 1131	395.4	430.4	420.4
 1132	396.1	431.1	421.2
 1133	396.8	431.8	421.9
 1134	397.5	432.5	422.6
 1135	398.2	433.2	423.3
 1136	398.9	433.9	424.1
 1137	399.6	434.6	424.8
 1138	400.3	435.3	425.5
 1139	401.0	436.0	426.3
 1140	401.7	436.7	427.0
 1141	402.4	437.5	427.7
 1142	403.0	438.2	428.5
 1143	403.7	438.9	429.2
 1144	404.4	439.6	429.9
 1145	405.1	440.3	430.6
 1146	405.8	441.0	431.4
 1147	406.5	441.7	432.1
 1148	407.2	442.4	432.8
 1149	407.9	443.2	433.6
 1150	408.6	443.9	434.3
 1151	409.3	444.6	435.0
 1152	410.0	445.3	435.8
 1153	410.7	446.0	436.5
 1154	411.5	446.8	437.2
 1155	412.2	447.5	437.9
 1156	412.9	448.2	438.7
 1157	413.6	448.9	439.4
 1158	414.3	449.6	440.1
 1159	415.0	450.4	440.9
 1160	415.7	451.1	441.6
 1161	416.4	451.8	442.3
 1162	417.1	452.5	443.1
 1163	417.8	453.3	443.8
 1164	418.5	454.0	444.5
 1165	419.2	454.7	445.3
 1166	419.9	455.4	446.0
 1167	420.6	456.2	446.7
 1168	421.3	456.9	447.5
 1169	422.0	457.6	448.2
 1170	422.8	458.3	449.0
 1171	423.5	459.1	449.7
 1172	424.2	459.8	450.4
 1173	424.9	460.5	451.2
 1174	425.6	461.2	451.9
 1175	426.3	462.0	452.7
 1176	427.0	462.7	453.4
 1177	427.7	463.4	454.1
 1178	428.5	464.2	454.9
 1179	429.2	464.9	455.6
 1180	429.9	465.6	456.4
 1181	430.6	466.4	457.1
 1182	431.3	467.1	457.8
 1183	432.0	467.8	458.6
 1184	432.8	468.6	459.3
 1185	433.5	469.3	460.0
 1186	434.2	470.1	460.8
 1187	434.9	470.8	461.5
 1188	435.7	471.5	462.2
 1189	436.4	472.3	463.0
 1190	437.1	473.0	463.7
 1191	437.8	473.8	464.4
 1192	438.5	474.5	465.2
 1193	439.3	475.2	465.9
 1194	440.0	476.0	466.7
 1195	440.7	476.7	467.4
 1196	441.5	477.5	468.1
 1197	442.2	478.2	468.9
 1198	442.9	479.0	469.6
 1199	443.6	479.7	470.3
 1200	444.4	480.4	471.1
 1201	445.1	481.2	471.8
 1202	445.8	481.9	472.6
 1203	446.6	482.7	473.3
 1204	447.3	483.4	474.0
 1205	448.0	484.2	474.8
 1206	448.8	484.9	475.5
 1207	449.5	485.7	476.3
 1208	450.2	486.4	477.0
 1209	451.0	487.2	477.7
 1210	451.7	488.0	478.5
 1211	452.5	488.7	479.2
 1212	453.2	489.5	480.0
 1213	453.9	490.3	480.7
 1214	454.7	491.0	481.4
 1215	455.4	491.8	482.2
 1216	456.1	492.6	482.9
 1217	456.9	493.4	483.7
 1218	457.6	494.1	484.4
 1219	458.4	494.9	485.2
 1220	459.1	495.7	485.9
 1221	459.8	496.5	486.6
 1222	460.6	497.3	487.4
 1223	461.3	498.0	488.1
 1224	462.1	498.8	488.9
 1225	462.8	499.6	489.6
 1226	463.5	500.4	490.4
 1227	464.3	501.2	491.2
 1228	465.0	502.0	491.9
 1229	465.8	502.8	492.7
 1230	466.5	503.5	493.4
 1231	467.2	504.3	494.2
 1232	468.0	505.1	494.9
 1233	468.7	505.9	495.7
 1234	469.5	506.7	496.4
 1235	470.2	507.5	497.2
 1236	471.0	508.3	497.9
 1237	471.7	509.1	498.7
 1238	472.5	509.9	499.5
 1239	473.2	510.7	500.2
 1240	473.9	511.5	501.0
 1241	474.7	512.3	501.7
 1242	475.4	513.1	502.5
 1243	476.2	513.9	503.3
 1244	476.9	514.7	504.0
 1245	477.7	515.5	504.8
 1246	478.4	516.3	505.6
 1247	479.2	517.1	506.3
 1248	479.9	517.9	507.1
 1249	480.7	518.7	507.9
 1250	481.4	519.5	508.6
 1251	482.2	520.3	509.4
 1252	482.9	521.1	510.2
 1253	483.7	521.9	510.9
 1254	484.5	522.7	511.7
 1255	485.2	523.6	512.5
 1256	486.0	524.4	513.3
 1257	486.7	525.2	514.0
 1258	487.5	526.0	514.8
 1259	488.2	526.8	515.6
 1260	489.0	527.6	516.3
 1261	489.8	528.4	517.1
 1262	490.5	529.2	517.9
 1263	491.3	530.0	518.7
 1264	492.0	530.8	519.5
 1265	492.8	531.6	520.3
 1266	493.6	532.5	521.0
 1267	494.3	533.3	521.8
 1268	495.1	534.1	522.6
 1269	495.9	534.9	523.4
 1270	496.6	535.7	524.2
 1271	497.4	536.5	524.9
 1272	498.2	537.4	525.7
 1273	498.9	538.2	526.5
 1274	499.7	539.0	527.3
 1275	500.5	539.8	528.1
 1276	501.2	540.6	528.8
 1277	502.0	541.4	529.6
 1278	502.8	542.3	530.4
 1279	503.5	543.1	531.2
 1280	504.3	543.9	532.0
 1281	505.1	544.7	532.8
 1282	505.8	545.5	533.6
 1283	506.6	546.4	534.3
 1284	507.4	547.2	535.1
 1285	508.2	548.0	535.9
 1286	508.9	548.8	536.7
 1287	509.7	549.7	537.5
 1288	510.5	550.5	538.3
 1289	511.3	551.3	539.1
 1290	512.0	552.1	539.8
 1291	512.8	553.0	540.6
 1292	513.6	553.8	541.4
 1293	514.4	554.6	542.2
 1294	515.2	555.5	543.0
 1295	515.9	556.3	543.8
 1296	516.7	557.1	544.5
 1297	517.5	558.0	545.3
 1298	518.3	558.8	546.1
 1299	519.1	559.6	546.9
 1300	519.8	560.5	547.7
 1301	520.6	561.3	548.5
 1302	521.4	562.2	549.3
 1303	522.2	563.0	550.0
 1304	523.0	563.8	550.8
 1305	523.8	564.7	551.6
 1306	524.6	565.5	552.4
 1307	525.3	566.4	553.2
 1308	526.1	567.2	553.9
 1309	526.9	568.1	554.7
 1310	527.7	569.0	555.5
 1311	528.5	569.8	556.3
 1312	529.3	570.7	557.1
 1313	530.1	571.5	557.9
 1314	530.9	572.4	558.7
 1315	531.7	573.2	559.4
 1316	532.5	574.1	560.2
 1317	533.3	574.9	561.0
 1318	534.0	575.8	561.8
 1319	534.8	576.6	562.6
 1320	535.6	577.5	563.4
 1321	536.4	578.3	564.2
 1322	537.2	579.2	564.9
 1323	538.0	580.0	565.7
 1324	538.8	580.9	566.5
 1325	539.6	581.7	567.3
 1326	540.4	582.6	568.1
 1327	541.2	583.4	568.9
 1328	542.0	584.3	569.7
 1329	542.8	585.1	570.5
 1330	543.6	586.0	571.3
 1331	544.4	586.8	572.1
 1332	545.2	587.7	572.9
 1333	546.0	588.5	573.7
 1334	546.8	589.4	574.5
 1335	547.6	590.2	575.3
 1336	548.4	591.1	576.1
 1337	549.3	591.9	576.9
 1338	550.1	592.8	577.7
 1339	550.9	593.7	578.5
 1340	551.7	594.5	579.3
 1341	552.5	595.4	580.2
 1342	553.3	596.2	581.0
 1343	554.1	597.1	581.8
 1344	554.9	597.9	582.6
 1345	555.7	598.8	583.4
 1346	556.5	599.6	584.2
 1347	557.3	600.5	585.0
 1348	558.2	601.3	585.8
 1349	559.0	602.2	586.6
 1350	559.8	603.1	587.4
 1351	560.6	603.9	588.2
 1352	561.4	604.8	589.0
 1353	562.2	605.6	589.9
 1354	563.0	606.5	590.7
 1355	563.9	607.4	591.5
 1356	564.7	608.2	592.3
 1357	565.5	609.1	593.1
 1358	566.3	610.0	593.9
 1359	567.1	610.8	594.8
 1360	567.9	611.7	595.6
 1361	568.8	612.6	596.4
 1362	569.6	613.4	597.2
 1363	570.4	614.3	598.0
 1364	571.2	615.2	598.9
 1365	572.0	616.1	599.7
 1366	572.9	617.0	600.5
 1367	573.7	617.8	601.3
 1368	574.5	618.7	602.2
 1369	575.3	619.6	603.0
 1370	576.1	620.5	603.8
 1371	577.0	621.4	604.6
 1372	577.8	622.3	605.4
 1373	578.6	623.1	606.3
 1374	579.4	624.0	607.1
 1375	580.3	624.9	607.9
 1376	581.1	625.8	608.7
 1377	581.9	626.7	609.5
 1378	582.7	627.6	610.4
 1379	583.6	628.5	611.2
 1380	584.4	629.4	612.0
 1381	585.2	630.3	612.8
 1382	586.1	631.2	613.7
 1383	586.9	632.1	614.5
 1384	587.7	632.9	615.3
 1385	588.6	633.8	616.2
 1386	589.4	634.7	617.0
 1387	590.2	635.6	617.8
 1388	591.0	636.5	618.7
 1389	591.9	637.4	619.5
 1390	592.7	638.3	620.4
 1391	593.6	639.2	621.2
 1392	594.4	640.1	622.0
 1393	595.2	641.0	622.9
 1394	596.1	641.9	623.7
 1395	596.9	642.8	624.5
 1396	597.7	643.7	625.4
 1397	598.6	644.6	626.2
 1398	599.4	645.5	627.1
 1399	600.3	646.4	627.9
 1400	601.1	647.3	628.7
 1401	601.9	648.2	629.6
 1402	602.8	649.1	630.4
 1403	603.6	650.0	631.3
 1404	604.5	650.9	632.1
 1405	605.3	651.8	633.0
 1406	606.1	652.7	633.8
 1407	607.0	653.6	634.7
 1408	607.8	654.5	635.5
 1409	608.7	655.4	636.4
 1410	609.5	656.3	637.2
 1411	610.4	657.2	638.1
 1412	611.2	658.1	638.9
 1413	612.0	659.0	639.8
 1414	612.9	660.0	640.6
 1415	613.7	660.9	641.5
 1416	614.6	661.8	642.3
 1417	615.4	662.7	643.2
 1418	616.3	663.6	644.0
 1419	617.1	664.5	644.9
 1420	617.9	665.4	645.7
 1421	618.8	666.3	646.5
 1422	619.6	667.3	647.4
 1423	620.5	668.2	648.2
 1424	621.3	669.1	649.1
 1425	622.2	670.0	649.9
 1426	623.0	670.9	650.8
 1427	623.9	671.9	651.6
 1428	624.7	672.8	652.5
 1429	625.6	673.7	653.4
 1430	626.4	674.6	654.2
 1431	627.3	675.5	655.1
 1432	628.1	676.5	655.9
 1433	629.0	677.4	656.8
 1434	629.8	678.3	657.6
 1435	630.7	679.2	658.5
 1436	631.5	680.2	659.4
 1437	632.4	681.1	660.2
 1438	633.3	682.0	661.1
 1439	634.1	682.9	661.9
 1440	635.0	683.9	662.8
 1441	635.8	684.8	663.6
 1442	636.7	685.7	664.5
 1443	637.5	686.6	665.4
 1444	638.4	687.6	666.2
 1445	639.3	688.5	667.1
 1446	640.1	689.4	668.0
 1447	641.0	690.4	668.8
 1448	641.8	691.3	669.7
 1449	642.7	692.2	670.5
 1450	643.6	693.1	671.4
 1451	644.4	694.1	672.3
 1452	645.3	695.0	673.1
 1453	646.2	695.9	674.0
 1454	647.0	696.9	674.8
 1455	647.9	697.8	675.7
 1456	648.8	698.7	676.6
 1457	649.6	699.7	677.4
 1458	650.5	700.6	678.3
 1459	651.4	701.6	679.2
 1460	652.2	702.5	680.0
 1461	653.1	703.5	680.9
 1462	654.0	704.4	681.8
 1463	654.8	705.3	682.6
 1464	655.7	706.3	683.5
 1465	656.6	707.2	684.4
 1466	657.4	708.2	685.2
 1467	658.3	709.1	686.1
 1468	659.2	710.1	687.0
 1469	660.1	711.0	687.8
 1470	660.9	712.0	688.7
 1471	661.8	712.9	689.6
 1472	662.7	713.9	690.5
 1473	663.6	714.8	691.4
 1474	664.4	715.8	692.2
 1475	665.3	716.7	693.1
 1476	666.2	717.7	694.0
 1477	667.1	718.6	694.9
 1478	667.9	719.5	695.8
 1479	668.8	720.5	696.6
 1480	669.7	721.4	697.5
 1481	670.6	722.4	698.4
 1482	671.5	723.3	699.3
 1483	672.4	724.3	700.1
 1484	673.2	725.2	701.0
 1485	674.1	726.2	701.9
 1486	675.0	727.1	702.8
 1487	675.9	728.0	703.7
 1488	676.8	729.0	704.6
 1489	677.7	729.9	705.5
 1490	678.6	730.9	706.3
 1491	679.5	731.8	707.2
 1492	680.4	732.8	708.1
 1493	681.3	733.7	709.0
 1494	682.1	734.7	709.9
 1495	683.0	735.6	710.8
 1496	683.9	736.5	711.7
 1497	684.8	737.5	712.6
 1498	685.7	738.4	713.5
 1499	686.6	739.4	714.4
 1500	687.5	740.3	715.3
 1501	688.4	741.3	716.2
 1502	689.3	742.2	717.1
 1503	690.2	743.1	718.0
 1504	691.1	744.1	718.9
 1505	692.0	745.0	719.8
 1506	692.9	746.0	720.7
 1507	693.8	746.9	721.5
 1508	694.7	747.9	722.4
 1509	695.6	748.8	723.3
 1510	696.5	749.7	724.2
 1511	697.4	750.7	725.1
 1512	698.3	751.6	726.0
 1513	699.2	752.6	726.9
 1514	700.1	753.5	727.8
 1515	700.9	754.5	728.7
 1516	701.8	755.4	729.6
 1517	702.7	756.3	730.5
 1518	703.6	757.3	731.4
 1519	704.5	758.2	732.3
 1520	705.4	759.1	733.1
 1521	706.3	760.1	734.0
 1522	707.2	761.0	734.9
 1523	708.1	762.0	735.8
 1524	709.0	762.9	736.7
 1525	709.9	763.8	737.6
 1526	710.8	764.8	738.5
 1527	711.7	765.7	739.4
 1528	712.6	766.7	740.3
 1529	713.5	767.6	741.2
 1530	714.3	768.5	742.1
 1531	715.2	769.5	743.0
 1532	716.1	770.4	743.8
 1533	717.0	771.4	744.7
 1534	717.9	772.3	745.6
 1535	718.8	773.2	746.5
 1536	719.7	774.2	747.4
 1537	720.6	775.1	748.3
 1538	721.5	776.0	749.2
 1539	722.4	777.0	750.0
 1540	723.2	777.9	750.9
 1541	724.1	778.9	751.8
 1542	725.0	779.8	752.7
 1543	725.9	780.7	753.6
 1544	726.8	781.7	754.5
 1545	727.7	782.6	755.3
 1546	728.6	783.5	756.2
 1547	729.5	784.5	757.1
 1548	730.4	785.4	758.0
 1549	731.3	786.3	758.8
 1550	732.2	787.3	759.7
 1551	733.0	788.2	760.6
 1552	733.9	789.2	761.5
 1553	734.8	790.1	762.4
 1554	735.7	791.0	763.2
 1555	736.6	792.0	764.1
 1556	737.5	792.9	765.0
 1557	738.4	793.8	765.9
 1558	739.3	794.8	766.8
 1559	740.1	795.7	767.6
 1560	741.0	796.6	768.5
 1561	741.9	797.6	769.4
 1562	742.8	798.5	770.3
 1563	743.7	799.4	771.1
 1564	744.6	800.4	772.0
 1565	745.5	801.3	772.9
 1566	746.3	802.2	773.8
 1567	747.2	803.2	774.6
 1568	748.1	804.1	775.5
 1569	749.0	805.0	776.4
 1570	749.9	806.0	777.2
 1571	750.8	806.9	778.1
 1572	751.7	807.9	779.0
 1573	752.6	808.8	779.8
 1574	753.4	809.7	780.7
 1575	754.3	810.7	781.6
 1576	755.2	811.6	782.5
 1577	756.1	812.5	783.3
 1578	757.0	813.5	784.2
 1579	757.9	814.4	785.1
 1580	758.7	815.3	785.9
 1581	759.6	816.3	786.8
 1582	760.5	817.2	787.7
 1583	761.4	818.1	788.5
 1584	762.3	819.1	789.4
 1585	763.2	820.0	790.3
 1586	764.0	820.9	791.2
 1587	764.9	821.9	792.0
 1588	765.8	822.8	792.9
 1589	766.7	823.7	793.8
 1590	767.6	824.7	794.6
 1591	768.5	825.6	795.5
 1592	769.3	826.5	796.4
 1593	770.2	827.5	797.2
 1594	771.1	828.4	798.1
 1595	772.0	829.3	799.0
 1596	772.9	830.3	799.9
 1597	773.7	831.2	800.7
 1598	774.6	832.1	801.6
 1599	775.5	833.1	802.5
 1600	776.4	834.0	803.3
 1601	777.3	834.9	804.2
 1602	778.1	835.9	805.1
 1603	779.0	836.8	805.9
 1604	779.9	837.7	806.8
 1605	780.8	838.6	807.7
 1606	781.6	839.6	808.6
 1607	782.5	840.5	809.4
 1608	783.4	841.4	810.3
 1609	784.3	842.4	811.2
 1610	785.2	843.3	812.0
 1611	786.0	844.2	812.9
 1612	786.9	845.2	813.8
 1613	787.8	846.1	814.6
 1614	788.7	847.0	815.5
 1615	789.6	848.0	816.4
 1616	790.4	848.9	817.3
 1617	791.3	849.8	818.1
 1618	792.2	850.7	819.0
 1619	793.1	851.7	819.9
 1620	794.0	852.6	820.7
 1621	794.8	853.5	821.6
 1622	795.7	854.5	822.5
 1623	796.6	855.4	823.3
 1624	797.5	856.3	824.2
 1625	798.4	857.3	825.1
 1626	799.2	858.2	826.0
 1627	800.1	859.1	826.8
 1628	801.0	860.1	827.7
 1629	801.9	861.0	828.6
 1630	802.8	861.9	829.4
 1631	803.6	862.8	830.3
 1632	804.5	863.8	831.2
 1633	805.4	864.7	832.0
 1634	806.3	865.6	832.9
 1635	807.2	866.6	833.8
 1636	808.0	867.5	834.7
 1637	808.9	868.4	835.5
 1638	809.8	869.3	836.4
 1639	810.7	870.3	837.2
 1640	811.5	871.2	838.1
 1641	812.4	872.1	839.0
 1642	813.3	873.1	839.8
 1643	814.2	874.0	840.7
 1644	815.0	874.9	841.6
 1645	815.9	875.8	842.4
 1646	816.8	876.8	843.3
 1647	817.7	877.7	844.2
 1648	818.6	878.6	845.0
 1649	819.4	879.5	845.9
 1650	820.3	880.5	846.8
 1651	821.2	881.4	847.6
 1652	822.1	882.3	848.5
 1653	822.9	883.2	849.4
 1654	823.8	884.2	850.2
 1655	824.7	885.1	851.1
 1656	825.6	886.0	852.0
 1657	826.4	887.0	852.8
 1658	827.3	887.9	853.7
 1659	828.2	888.8	854.6
 1660	829.0	889.7	855.4
 1661	829.9	890.7	856.3
 1662	830.8	891.6	857.1
 1663	831.7	892.5	858.0
 1664	832.5	893.4	858.9
 1665	833.4	894.4	859.7
 1666	834.3	895.3	860.6
 1667	835.2	896.2	861.4
 1668	836.0	897.2	862.3
 1669	836.9	898.1	863.2
 1670	837.8	899.0	864.0
 1671	838.6	899.9	864.9
 1672	839.5	900.9	865.7
 1673	840.4	901.8	866.6
 1674	841.3	902.7	867.5
 1675	842.1	903.6	868.3
 1676	843.0	904.6	869.2
 1677	843.9	905.5	870.1
 1678	844.8	906.4	870.9
 1679	845.6	907.3	871.8
 1680	846.5	908.2	872.6
 1681	847.4	909.2	873.5
 1682	848.3	910.1	874.4
 1683	849.1	911.0	875.2
 1684	850.0	911.9	876.1
 1685	850.9	912.9	876.9
 1686	851.7	913.8	877.8
 1687	852.6	914.7	878.7
 1688	853.5	915.6	879.5
 1689	854.4	916.5	880.4
 1690	855.2	917.5	881.2
 1691	856.1	918.4	882.1
 1692	857.0	919.3	882.9
 1693	857.8	920.2	883.8
 1694	858.7	921.2	884.6
 1695	859.6	922.1	885.5
 1696	860.4	923.0	886.3
 1697	861.3	923.9	887.2
 1698	862.2	924.9	888.0
 1699	863.0	925.8	888.9
 1700	863.9	926.7	889.7
 1701	864.8	927.6	890.6
 1702	865.6	928.5	891.4
 1703	866.5	929.5	892.3
